number,text,date,fav
55,gotta support boss it’s back top ramen without sesame oil me… can’t go back,2021-12-02 23:50:43+00:00,5
56,people see sad automatically think relationship problem ✋ mf want boss back 😭,2021-12-02 23:50:19+00:00,0
57,pierce manager way ,2021-12-02 23:50:07+00:00,1
58,people always tell podcast 😂 umm wanna manager 😗,2021-12-02 23:49:27+00:00,6
59,boss got laid previous college got hired brought along,2021-12-02 23:49:07+00:00,1
60,hope gift better chocolate bar got boss christmas,2021-12-02 23:48:48+00:00,1
61,doucher pulls thinks im nice im rude calls store starts cussing boss hope socks eternally wet,2021-12-02 23:48:31+00:00,0
62,good thing get text suggestions sms messaging app keep texting boss pog reply serious question,2021-12-02 23:48:21+00:00,3
63,say one cool thing boss got hired watch ton workplace safety ladder safety shit whenever wants something high stockroom hell climb shelves like ,2021-12-02 23:47:52+00:00,1
64,whoever said working starbvcks fun clearly doesn’t work genuinely never wanted die everytime step store literally sucks life u  it’s draining fact manager ass can’t anything right them,2021-12-02 23:47:39+00:00,34
65,asked coworker thinks manager knows smoke weed said yes talking walked smelled store yesterday well maybe y’all said something could fix it,2021-12-02 23:47:02+00:00,7
66,hate manager much even job manager i’m close quitting stay home dog mom cause fuck dealing incentive ass,2021-12-02 23:47:01+00:00,0
67,yep told manager signed offer paperwork jobs literally disappear followed rules ,2021-12-02 23:47:00+00:00,1
68,messaged boss im taking work leave today unspeakable reason celebrate leeseunggi daesang award whole day influence 😭😂😃 ,2021-12-02 23:47:00+00:00,17
69,yeah told boss 9pm hey need tomorrow im gonna get questioned also work union long sick time cant anything request time enough ppl shop day ask move pto,2021-12-02 23:46:56+00:00,3
70,boss told dress goth christmas party making picking pair shoes really hard,2021-12-02 23:46:55+00:00,0
71,see say class b boss says f you say level b boss says f you use f boss also never keep straight but you’re right,2021-12-02 23:46:42+00:00,2
72,team giving big presentation next week boss wanted dry run like… team three people total… felt dumb presenting two people already know everything i’m talking abt critique lol,2021-12-02 23:46:33+00:00,0
73,remember manager said dying covid worth apple store could stay open bit longer good times got promoted corporate appletoo ,2021-12-02 23:46:07+00:00,25
74,dear twitter people started new job recruitment company happy looking jobs let know forward boss cheers,2021-12-02 23:45:54+00:00,3
75,first ever email got matter what he’ll always back manager i’ll never forget 🥺 feel supported empowered everyday💙,2021-12-02 23:45:34+00:00,11
76,it’s everywhere boss’s family saw shared too,2021-12-02 23:45:27+00:00,3
77,even worse i’d say used tell boss things like “can friday go wedding” he’d say “you don’t tell you’re going you’re taking off they’re days use want them”,2021-12-02 23:45:23+00:00,2
78, real though boss told alexa shut mad  head hands  technology takes better first go,2021-12-02 23:45:20+00:00,2
79,everytime go vacation job boss lightly threatens sign check email anything love,2021-12-02 23:45:17+00:00,0
80,took long time admit needed one took breaking front manager time tell okay,2021-12-02 23:45:16+00:00,1
81,😂😂😂😂😂 boss pillow talking,2021-12-02 23:45:11+00:00,0
82,boss cooler urs n i’ll fight abt,2021-12-02 23:45:08+00:00,1
83,last year worked cleaners soon nov 1 manager let play xmas music loud got everyone xmas coffee cups nice,2021-12-02 23:44:59+00:00,0
84,i’m grateful boss amp coworkers everyone got together amp collected  baby since today last day 🥺💙 500 buy cj whatever wants ✨✨ blessedandgrateful,2021-12-02 23:44:47+00:00,2
85,favourite thing going work coming home writing shit list things manager done wrong knowing one day i’ll cite reason resignation,2021-12-02 23:44:43+00:00,1
86,boss like didn’t thing i’m like well didn’t take 10 minutes let save file would get things,2021-12-02 23:44:41+00:00,0
87,bro omfg swear can’t pay attention boss talking like keep catching thinking stuff,2021-12-02 23:44:15+00:00,3
88,good day sir i’m interested sir experience playing axie previous team aap reason stop playing axie manager family problem decides stop investing axie,2021-12-02 23:44:06+00:00,1
89,boss talking different knives came break handed this said got gift use it mean i’ll never turn away free knife ,2021-12-02 23:43:32+00:00,5
90,got booster several weeks agoamp everyone know getting soon can boss got morningso happy that,2021-12-02 23:43:14+00:00,10
91,boss calling holladay party 😭,2021-12-02 23:43:14+00:00,0
92,boss invented phrase “moon juice moms” describe demographic we’re looking 😭,2021-12-02 23:43:11+00:00,0
93,big day me last day work probably ever resigned boss said go back office full time despite successfully working home 18 months anyone needs remote subeditor im man,2021-12-02 23:43:02+00:00,18
94,pretty big work mistake boss gracious patient person inaako pa niya yung kamalian ko hes like happens learn thats hes bossman,2021-12-02 23:42:39+00:00,13
95,hey first time london trusted boss known better places dragged around laval canada,2021-12-02 23:42:22+00:00,0
96,sent boss gif got response 24 hours later can’t believe wasted gif ,2021-12-02 23:42:15+00:00,2
97,way appeal wanting raise boss decision say he afford it even said hes penny wise pound foolish told get next monday in even wanting go bathroom drove there,2021-12-02 23:42:08+00:00,0
98,boss says random shit like well,2021-12-02 23:41:49+00:00,0
99,ok boss tell shaving toes,2021-12-02 23:41:46+00:00,0
100,idk feel this boss told “you look much smarter glasses on” bitch look stupid something  🤣,2021-12-02 23:41:25+00:00,2
101,26f get fired boss’ top client leaves exhusband’s new agency order keep client know get nda breaking answers new assistant emails like he’s 15m get trust me aita pitmad cr a,2021-12-02 23:41:00+00:00,3
102,also boss brain weird randomly remember stuff like two months ago supposed put hair bun never did lol,2021-12-02 23:40:49+00:00,0
103,so boss sponsoring dark hosie pregame ,2021-12-02 23:40:39+00:00,0
104,sweet dreams boss lady ,2021-12-02 23:40:39+00:00,0
105,asked boss turns real im total lunatic time,2021-12-02 23:40:13+00:00,0
106, boss  best friend i’ll miss lot always remember friend  fun store grow well  i’ll away work month want team run i’m gone  i’ll miss everyone bunch  ,2021-12-02 23:40:03+00:00,0
107,anytime manager tells caused bug release started laundry listing bugs couldve caused chose,2021-12-02 23:40:01+00:00,11
108,good day sir i’m interested experience playing axie previous team aap reason stop playing axie manager family problem decides stop investing axie,2021-12-02 23:39:53+00:00,0
109,made kyra sedgwick reference new team boss got it there’s work done people,2021-12-02 23:39:42+00:00,0
110,love every time post something kehlani boss says ask out 🤣🤣🤣🤣🤣🤣🤣🤣,2021-12-02 23:39:26+00:00,0
111,coworker watched closely like boss much done w him know much tell stop dragging amp things makes look bad want job,2021-12-02 23:39:26+00:00,0
112,yes mine either scared death son depressed suicidal friend messaged me thank god watch boss try every day end life took guns away calling everyone gun would bring him daughter said let,2021-12-02 23:39:23+00:00,1
113,boss kind  im glad worked clinic semester im lucky worked her,2021-12-02 23:38:59+00:00,1
114,boss baby🥺🥺🥺 ,2021-12-02 23:38:54+00:00,12
115,i’m taking week work starting monday nowhere go nothing do end year boss suggested haven’t used enough pto great boss plan spend week painting writing terrain project i’ve talking year…,2021-12-02 23:38:45+00:00,16
116,boss work said next time i’m south go shoot guns instead lunch escalated really quick i’m it,2021-12-02 23:38:41+00:00,0
117,like asked raise boss ccing boss stuff guy started recently probably giggle quitting wanted raise tbh 63 year old man asked said wanted move buying renting,2021-12-02 23:38:37+00:00,0
118,laugh used work developer working project nimbys really came me including trying get fired showing boss evidence im communist spoiler alert communist,2021-12-02 23:38:13+00:00,6
119,manager chill cool blessed,2021-12-02 23:38:04+00:00,2
120,aye making fun boss,2021-12-02 23:37:52+00:00,0
121,discovered new song jammed afternoon repeat ended equivalent three days’ work accidentally showing boss productively capable better expecting br regular occurrence,2021-12-02 23:37:43+00:00,0
122,good day manager ex scholar ready play reason quit previous scholarship manager give share proof mmr team axie ,2021-12-02 23:37:41+00:00,1
123,boss rl da 🐐i treated amppizza said treat salmon soon🥲 i’m rl everyone’s fav,2021-12-02 23:37:28+00:00,0
124,pfff sent kiss emoji boss once super strict all mere apprentice immediately sent please ignore emoji wanted send smiley 2 seconds later sweated got anxiety farts said its ok ,2021-12-02 23:37:19+00:00,0
125,genuinely like boss hes generally great patient me sometimes wonder reads stuff send ahdjsahasdj,2021-12-02 23:37:11+00:00,0
126,girl boss walking sobbing uncontrollably,2021-12-02 23:37:07+00:00,4
127,remember one tequila reps brought grill manager like “no one taking home don’t even think it”,2021-12-02 23:37:00+00:00,0
128,hi current mmr last season manager decide quit scholarship invest crypto ,2021-12-02 23:36:57+00:00,0
129,boss feel like always people here see yall much feel like im related you lolthatworkfamvibe mcdsbelike,2021-12-02 23:36:34+00:00,0
130,nietzschean think might connections bosss strong christian faith time told make work money hard workers get deserve end,2021-12-02 23:36:31+00:00,3
131,manager hates decorate windows for halloween thanksgiving made us take everything day after better leave alone 🤷🏻‍♀️,2021-12-02 23:36:23+00:00,2
132,small business 20 employees lot breaking ground expand building meet current work load it’s crazy whirlwind boss good person don’t blame getting done crazy life 3,2021-12-02 23:35:57+00:00,0
133,tell told manager need days go miami reggaetón fest mans jumps excitement saw rauw alejandro’s name line started looking flights🥲🥲,2021-12-02 23:35:42+00:00,1
134,getting 7 year old car washed first time ever boss needs drive somewhere tomorrow clock rn,2021-12-02 23:35:36+00:00,14
135,told boss didn’t feel good wanted leave early just stimulated stressed school actually sick said “you don’t look good go home” ,2021-12-02 23:35:27+00:00,5
136,trying convince boss let bleach hair white “ look like kaneki” 👀👀👀 ,2021-12-02 23:35:13+00:00,1
137,shoutout 1 month worked fye 2004 bought two albums shift getting baffled look manager letigre buryyourdead peakadrian ,2021-12-02 23:35:12+00:00,4
138,boss drop major project lap bounce projects back yes going drink it also yes,2021-12-02 23:35:11+00:00,5
139,report boss still ask colleague questions hours muneeza sheikh senior partner employment labour law firm levitt sheikh discusses ontario’s new working workers act impact employees employers ,2021-12-02 23:35:01+00:00,5
140,good day sir lot experience playing axie account last season managerboss terminate account gave relatives time account reach 1700 mmr last season suddenly sent message account im playin,2021-12-02 23:34:59+00:00,1
141,boss told look pretty everyday unprovoked nice 😭❤️,2021-12-02 23:34:57+00:00,1
142,boss pull office ask shut door tell start working homeoffice hybrid schedule ✨anxiety✨ lesley can’t like,2021-12-02 23:34:48+00:00,1
143,boss don’t get along anytime purposefully tries piss say “okay fettuccine alfredo” hates it name alfredo yeah,2021-12-02 23:34:27+00:00,2
144,boss answer u naw,2021-12-02 23:34:11+00:00,1
145,me pitching 5k purchase boss today me well miss birthday boss concerned birthday me may boss too me see since we’re taurus’ understand need purchase quality items contact negotiation tips,2021-12-02 23:34:01+00:00,0
146,manager clearly saved time end year hes definitely office two weeks 😭,2021-12-02 23:33:48+00:00,0
147,got sent store get paint work apparently gonna take half hour guess went coffee shop next door lmao boss wasted bunch time hemming hawing making nondecision idgaf,2021-12-02 23:33:43+00:00,4
148,boss rlly put gachi right version blast wtf unreal,2021-12-02 23:33:38+00:00,0
149,power move boss leaving 10am thursday,2021-12-02 23:33:26+00:00,0
150,told boss i’m moving italy 3 months laughed said “that’s insane”,2021-12-02 23:33:13+00:00,6
151,omg keep listening boss pretzel crunching plus dog stop eating ass clicking clock im going remove ears im going stroke 🤯,2021-12-02 23:32:56+00:00,0
152,almost killed today went work instead manager asked why late replied traffic  oh simplification 😂,2021-12-02 23:32:53+00:00,0
153,boss got backpack wandrd they’re camera bags also thin ones said barely feel macbook bad boi it’s light padded,2021-12-02 23:32:24+00:00,1
154,manager siren kinda made sure wouldn’t able move forward made connection really high person boom got cushy job ,2021-12-02 23:32:20+00:00,0
155,please tell walked work today thinking worked 6 hour shift manager looked like  work tomorrow 😀,2021-12-02 23:32:12+00:00,1
156,said dkm manager take responded “why 😅” i,2021-12-02 23:32:09+00:00,1
157,talked boss whole hour anime gave list things watch end month looks like im going full weeb december ,2021-12-02 23:32:05+00:00,5
158,explain boss don’t go bathroom hide i’m actually taking juiciest painful kafquesqe shit life rn,2021-12-02 23:32:03+00:00,21
159,work tomorrow present like 60 people 900am warned boss already lmao,2021-12-02 23:32:02+00:00,0
160,yeah thats gathered anyway manager,2021-12-02 23:31:47+00:00,0
161,karl marx told boss stealing labor ,2021-12-02 23:31:38+00:00,17
162,manager says look like arab called arabian friend,2021-12-02 23:31:08+00:00,5
163,finished major project work boss loved result huge w 😊,2021-12-02 23:31:00+00:00,18
164,boss calls early expects stay late guess boss gives anxiety anger 😂😂 need boss like yours😂,2021-12-02 23:31:00+00:00,1
165,boss got knicks skybox tickets guess ill work another month,2021-12-02 23:30:47+00:00,0
166,feel like saw manager removing halloween decorations like 3 days removing christmas decos😮‍💨,2021-12-02 23:30:31+00:00,0
167,good day sir i’m interested scholarship sir experience playing axie previous team aap aquaaquaplant  reason stop playing axie manager family problem decides stop investing axie,2021-12-02 23:30:24+00:00,3
168,plan going use husbands car delivery soon told boss husband got flat 🙃 im going trust universe back specific reason im experiencing setbacks 🙌🏼,2021-12-02 23:30:21+00:00,1
169,lol you’re one trying conversation boss earlier couldn’t put words together properly like five minutes,2021-12-02 23:30:12+00:00,0
170,really smokin weed drinking boss clock shiiiii 😎,2021-12-02 23:30:04+00:00,7
171,god love manager reads messages ignores college applications takes left read whole new level fuck,2021-12-02 23:30:03+00:00,0
172,like manager shit won’t leave alone,2021-12-02 23:29:56+00:00,1
173,dealing one worst clients finally set live today literally minutes spare boss every step way afterwards sent venmo wine im almost tears little things 🧡,2021-12-02 23:29:40+00:00,5
174,boss got coolest socks secret santa 🤟🏻,2021-12-02 23:28:53+00:00,0
175,thinking boss completely ignoring said really menorah christmas lights still pretending champion inclusivity,2021-12-02 23:28:31+00:00,5
176,boss gon ask heater office 🥴,2021-12-02 23:28:24+00:00,1
177,alright everyone take guess photo nearly accidentally texted boss 👁👄👁 ,2021-12-02 23:28:11+00:00,7
178,factos absolutely love ragnick cause hes manager done anything yet yall relax ,2021-12-02 23:27:14+00:00,0
179,course not regularly see boss wearing metallica tshirt seriously,2021-12-02 23:27:11+00:00,0
180,actually send message boss didn’t see like hour ago leaving office oh well get leave office early tomorrow 🤪😊,2021-12-02 23:26:59+00:00,1
181,sent text boss asking theyll need tomorrow lmfao congestion,2021-12-02 23:26:49+00:00,3
182,im partner quarter im newest shift supervisor and im also pottymouth according old supervisor said fuck front boss god man,2021-12-02 23:26:48+00:00,5
183,camus found imposter causing trouble manager one me 😡❄️ ,2021-12-02 23:26:29+00:00,0
184,don’t think manager understands quit don’t care much,2021-12-02 23:26:05+00:00,35
185,wish could tell manager,2021-12-02 23:25:50+00:00,0
186,like working dock least favorite job especially like getting last minute notice im going over boss deal another absence too days gonna bad 🤗,2021-12-02 23:25:45+00:00,1
187,something boss honestly don’t know it’s good bad lets fail fail fail learn guess good thing moment it’s sir,2021-12-02 23:25:21+00:00,3
188,told boss paper due actually need cry refuse unless im room car🤟,2021-12-02 23:25:11+00:00,1
189,i’m waiting reply boss—i assume could come fill paper application time i’m sure want indeed application,2021-12-02 23:25:11+00:00,0
190,asking friend girlfriend used date boss ,2021-12-02 23:25:04+00:00,0
191,realistically many times the avengers made late excuse work guys always true think boss buying anymore ,2021-12-02 23:24:50+00:00,7
192,lord manager throw 4pm meeting calendar 😩,2021-12-02 23:24:29+00:00,3
193,dear manager tik tok japan join friend tik tok user able choice synk card member 500 yen per month please conduct promise thanks💋,2021-12-02 23:24:18+00:00,0
194,patting head work manager told stop told him get black business 🤣,2021-12-02 23:24:05+00:00,2
195,“my boss wanted know    thinks might good person side ever need help” ,2021-12-02 23:24:00+00:00,0
196,boss closed queries yes casually send pitmad tweet piqued interest also yes,2021-12-02 23:23:58+00:00,4
197,national mutt day say work partner leave office wouldn’t quit talking boss webex meetings getting hand wasn’t getting say anything guinningtogether winas1fam eblock ,2021-12-02 23:23:42+00:00,4
198,well brain fried made huge progress one projects today i’m pulling scotty ltshhh don’t tell bossgt,2021-12-02 23:23:36+00:00,3
199,way manager yelled wanted fucking cry,2021-12-02 23:23:34+00:00,0
200,boss embarrassing want cut back fabulous sick meetings reason slickism,2021-12-02 23:22:50+00:00,0
201,boss cooler yours ,2021-12-02 23:22:48+00:00,10
202,manager really heart surgery tomorrow she’s even fifty,2021-12-02 23:22:45+00:00,0
203,oh man 2 years ago today told manager tim’s saying racist statement looked said “im sorry offended but” ma’am aint,2021-12-02 23:22:38+00:00,2
204,beat shit trio dumbasses mean boss yep felt good back loneliness,2021-12-02 23:22:30+00:00,2
205,me ima need december  get iud removed manager bitch wanna another baby yessss me complete opposite actually need removed uterus completely healed go get tubes tied fried burned off fuck kids  🤣🤣 ,2021-12-02 23:22:23+00:00,2
206,honestly conversation boss 😩🤔shit getting weird  ,2021-12-02 23:22:16+00:00,0
207,manager going numbers bc boss super sketchy it’s literal fraud felt like crying sat table maths homework dad,2021-12-02 23:22:04+00:00,0
208,true friend thankfully live state become issue hopefully wont know people work military installations choice company small boss die hard conservative thank god,2021-12-02 23:21:47+00:00,1
209,yes send boss hey forgot ask could stay later hour ot sorry logged immediately could reply ,2021-12-02 23:21:45+00:00,2
210,told manager i’m leaving expecting feel type way ain’t feel shit lmaoo,2021-12-02 23:21:28+00:00,0
211,came autistic closet boss odd assessed autism right winslets npr interview terry gross ammonite 2020 kw raising awareness autism years ago 👇 everything comes full circle ,2021-12-02 23:21:25+00:00,2
212,volunteer work shelter boss said that sensitive amp emotional thought like callous hardhearted clods it,2021-12-02 23:21:08+00:00,1
213,cause messaged manager asking work thursday instead friday cause exams day sudden chemistry teacher moved thursday i’m,2021-12-02 23:20:40+00:00,0
214,today boss called perfect n know what he’s totally right,2021-12-02 23:20:12+00:00,2
215,asked boss help said « i’m desk dick appointment » 🧍🏾‍♀️okay need access excel sheet 🧍🏾‍♀️,2021-12-02 23:20:12+00:00,3
216,report boss still ask colleague questions hours lawyer answers common questions ontario’s new work rules ,2021-12-02 23:20:00+00:00,0
217,i’m ignoring boss’ texts come reason can’t work tomorrow…,2021-12-02 23:19:48+00:00,1
218,finally boss 😂,2021-12-02 23:19:38+00:00,1
219,mean usually right front boss really secret us making also make sure often checking sites like indeed glass door salary ranges area job title,2021-12-02 23:19:17+00:00,0
220,massive rock desk work no idea whats inside tho boss throw away asked cute patient rocks shit said absolutely could u tell gave said shell treasure forever🥺,2021-12-02 23:18:56+00:00,18
221,report boss still ask colleague questions hours lawyer answers common questions ontario’s new work rules ,2021-12-02 23:18:42+00:00,0
222,boss meowed randomly…,2021-12-02 23:18:15+00:00,2
223,working pen factory pessi got intel factory located denied entry boss put breach charge wall forcing entry stole pens shame pessi making redundant live bridge,2021-12-02 23:18:11+00:00,0
224,i’m learning oooh boss,2021-12-02 23:17:52+00:00,0
225,boss ,2021-12-02 23:17:34+00:00,0
226,manager told great news said ive killin amp hes giving promotion amp pay increase,2021-12-02 23:17:21+00:00,0
227,told manager need quit,2021-12-02 23:17:19+00:00,9
228,last week woke 8 freaked out called boss said sorry late way laughed said its 8pm 🤣🤣,2021-12-02 23:17:16+00:00,1
229,i’m gonna ask manager tomorrow pull cameras shop time got call sister car accident cuz turned flash,2021-12-02 23:17:12+00:00,1
230,lead today real work boss texted methinks ceo sent company wide email manifestation negativity  yeah going well ,2021-12-02 23:17:04+00:00,2
231,lmao niggas tryna recruit another store manager gonna say got trade clause 🤣🤣🤣,2021-12-02 23:17:02+00:00,0
232,today video shoot clients owner heard faint ripping sound putting away equipment came back office manager told rip pants told whole office everyone laughed lol,2021-12-02 23:16:52+00:00,1
233,say hi boss  shows piece bread boss …,2021-12-02 23:16:37+00:00,1
234,trusting expert trading signals never option robert ostler recommended manager giving try awesome something go home,2021-12-02 23:16:25+00:00,0
235,lmao 😂😂😂 boss mud,2021-12-02 23:16:20+00:00,0
236,also told manager i’m going looking another job obviously boss complains much can’t afford pay me one thing you’re going play money,2021-12-02 23:16:15+00:00,0
237,ooc boss quit looking promoting mefck doodledoo,2021-12-02 23:16:12+00:00,0
238,boss appeciate clapping leaving lavatory one else did bad advice jordan 😩,2021-12-02 23:16:09+00:00,0
239,love people tattle boss comes send proof it’s done already,2021-12-02 23:16:00+00:00,1
240,one time caught boss rewinding hours whole day cause worked overtime wanted work hit overtime promising raise nearly year,2021-12-02 23:15:58+00:00,2
241,lmao boss laughs right tell something bc 😂,2021-12-02 23:15:57+00:00,0
242,boss sure hopes,2021-12-02 23:15:53+00:00,1
243,goodmorning see official live streaming concert today im trying watch even tho manager must checking tasks office ill stay calm focus two activites time notice read this 😂💜💜,2021-12-02 23:15:50+00:00,1
244,🕯 chat manager tomorrow gonna go well 🕯,2021-12-02 23:15:39+00:00,10
245,thank stream everyone special thanks raids lt3 boss hehe food show right hosted  please go check out ,2021-12-02 23:15:31+00:00,6
246,manager called asked could come right now…… day off… it’s completely dark out… live 30 mins away 8… ma’am,2021-12-02 23:15:30+00:00,8
247,manager gave 18 gas wgmi,2021-12-02 23:15:13+00:00,0
248,found fired manager he trash job vacation family thanksgiving really said “fuck ya life”,2021-12-02 23:14:50+00:00,0
249,might getting promotion work boss quit theyre looking take spotfingers crossed 🤞 ,2021-12-02 23:14:27+00:00,0
250,today boss asked wrap christmas presents current gf ex gf prefaced saying “make sure use two different kinds wrapping paper” 😶😶😶,2021-12-02 23:14:21+00:00,16
251,quit job cause boss hurt feelings take boomers cry more,2021-12-02 23:14:14+00:00,2
252,literally fucking screamed front manager several customers ,2021-12-02 23:14:08+00:00,0
253,slack wrapped dropped  created 19 custom reactions  messaged “will take care this” didn’t 76 times  desktop app open away desk 31 hours  sent 15 messages jokes channel flopped  publicly called manager 4 times,2021-12-02 23:13:55+00:00,11
254,manager undefeated ♥ ,2021-12-02 23:13:47+00:00,0
255,lucky ass day ☺️ didn’t wanna come work manager said there’s lot people go ahead take day want yay,2021-12-02 23:13:33+00:00,3
256,boss submitted time told stay ass home lmaoooo amp watched pack make sure dont bring work stuff home 😭,2021-12-02 23:13:14+00:00,0
257,blame manager,2021-12-02 23:13:12+00:00,0
258,boss made fun  started like talking shoes asking pirates something,2021-12-02 23:13:01+00:00,0
259,boss pretty bad day work yells “fuckin hell project feels like got clapped dick” immediately blurted “what mean that” ,2021-12-02 23:12:57+00:00,1
260,buying suit getting tailored boss move today,2021-12-02 23:12:56+00:00,6
261,basically pay attention boss adds one doesn’t to she’s boss it’s implied,2021-12-02 23:12:37+00:00,0
262,boss told cant time work know eyasluna 140rpm 180rpm,2021-12-02 23:12:21+00:00,77
263,told boss live emeryville now like where also like thats policy violation care,2021-12-02 23:12:17+00:00,2
264,boss cutr,2021-12-02 23:12:10+00:00,0
