number,text,date,fav
52,although add boss approximately decade younger me tiny cursive script sometimes cant even decipher like ant stepped pot ink ran across page sometimes even stop amp ponder says 😆,2021-12-04 23:43:06+00:00,0
53,me planning 10 hour shift “lets fucking gooooooooo” manager asking stay another 3 hours ,2021-12-04 23:41:43+00:00,1
54,exact conversation boss florida fan wlocp,2021-12-04 23:41:42+00:00,0
55,like smoking weed think unfair boss fire want smoke natural herb fucking law quit job make less money working choices im 22 real slow learner,2021-12-04 23:41:35+00:00,1
56,would except boss knew one nendoroid bl didn’t,2021-12-04 23:41:32+00:00,1
57,it’s workers saying take care boss me😂🤣,2021-12-04 23:40:57+00:00,0
58,last day branch training  gonna miss manager,2021-12-04 23:40:27+00:00,0
59,hes shadow secretary state boss,2021-12-04 23:40:20+00:00,1
60,hes actually quite ignorant person idea skills work deeply technical organisation ehn boss found trained historian jumped joy understands value diversity thought methods jolyon doesnt,2021-12-04 23:39:46+00:00,0
61,50 managers work she ran 3 behavioral health clinics w entry lvl title amp pay started covering depts amp learning roles too told id get supplement pay turns actually exist quit lol ,2021-12-04 23:39:23+00:00,1
62,boss today 😌😌 ,2021-12-04 23:39:19+00:00,0
63,help boss consulting peer work ,2021-12-04 23:39:03+00:00,0
64,manager started playing bts us coffee shop work asked us concerts 😭,2021-12-04 23:38:47+00:00,1
65,boss said something similar quarterly felt much pain ,2021-12-04 23:38:47+00:00,1
66,boss really thinks imma work saturdays  i’m even scheduled days bye,2021-12-04 23:38:41+00:00,1
67,manager sweetest 🥺 sis really put gift hold me,2021-12-04 23:38:10+00:00,0
68,interesting historical note 10 nov 1989 gave talk leipzig urging eastern bloc scientists come japan research talk set east german science attaché tokyo manager japanese government …,2021-12-04 23:38:03+00:00,0
69,travel shaft ok explain severe erection manager ,2021-12-04 23:37:52+00:00,3
70,bro cant peaceful day without manager asking come 🙄,2021-12-04 23:37:34+00:00,2
71,boss doesn’t like shrek quit,2021-12-04 23:37:25+00:00,3
72,might take manager advice moving atl,2021-12-04 23:37:21+00:00,3
73,boss giving hours new girl 😐😐😐,2021-12-04 23:37:05+00:00,3
74,boss gave lottery tickets christmas gift jokingly asked id quit big prize told her no id stick around pain ass because go ahead fire me laughand never gave another lottery ticket lol,2021-12-04 23:37:00+00:00,0
75,update made joke boss making drinks fast enough thus my boss could never speed skating champion olympian misunderstood thought talking patrick netherlands i’m sorry great homie bad g hope coco good ,2021-12-04 23:36:38+00:00,2
76,hi manager good day experienced playing axie old manager axie manager sell thats looking new scholarship average slp 120 180 day ive got 1300 1700 mmr previous account,2021-12-04 23:36:31+00:00,4
77,agree husband soon see winning numbers would brainer whether work call boss quickness walk out home would call letting know quit,2021-12-04 23:36:09+00:00,1
78,forgot eat breakfast morning took work boss said a banana yogurt ive never seen eat healthy,2021-12-04 23:35:51+00:00,1
79,manager sweetest  would die,2021-12-04 23:35:32+00:00,0
80,boss weigh 350 😉,2021-12-04 23:35:31+00:00,6
81,boss keeps asking people you know why ask yells cause im moth thats good,2021-12-04 23:35:30+00:00,31
82,manager 😍 ,2021-12-04 23:35:10+00:00,0
83,literally love boss sm lt33,2021-12-04 23:35:01+00:00,1
84,manager got angry taped dust pan another dust pan called a better picker upper,2021-12-04 23:35:00+00:00,6
85,boss called talk shit favorite coworker getting fired 🙃,2021-12-04 23:34:40+00:00,0
86,nah quite like employment security knowing boss would actually need good reason sack me well give advanced notice cope harder m8ey,2021-12-04 23:34:36+00:00,0
87,used come office every dressed up would tell boss needed leave early doctors appointment really would liked keeping toes,2021-12-04 23:34:15+00:00,26
88,oooo work went slow today manager says i’m fashionable love me🥺,2021-12-04 23:34:01+00:00,7
89,think it’s tyranny govt force boss choice add workplace mandate private business yea prob won’t ever agree that it’s way employees would agree come back office,2021-12-04 23:33:53+00:00,0
90,told boss kill self didn’t get fired might actually quit c,2021-12-04 23:33:49+00:00,7
91,thats boss school privately owned business dont want to go hipaa violation people ask,2021-12-04 23:33:46+00:00,0
92,lol yeaaa bet b ill give u fee stuff manager isnt lol,2021-12-04 23:32:40+00:00,0
93,professional no longer work university department im betting im burning candle ends boss superiors like tall child okay,2021-12-04 23:31:27+00:00,0
94,fact 2019 thought boss hated tbh probably worried trying train new person job really shows much anxiety hardship mess head scenario newish job need adjust,2021-12-04 23:31:27+00:00,5
95,going vacation 1723 and told boss wassnt gona there scedule me… motherfucker sceduled every damn day 😁😁😁,2021-12-04 23:31:26+00:00,0
96,bruh karen complaining charge taxes gift card like thats control even boss anything hate,2021-12-04 23:31:05+00:00,1
97,big boss str8 🤫🥴,2021-12-04 23:30:44+00:00,0
98,nope boss returned met admin told exactly right thing that’s hired me 😷👍👊🏻,2021-12-04 23:30:20+00:00,4
99,anyways boss helped get affordable health insurance think starts january works like ill go get help bc first time ive happen,2021-12-04 23:30:02+00:00,1
100,boss mexican watching narcos like bro lived it watch show 😢😢,2021-12-04 23:29:28+00:00,0
101,me job listing clearly state job responsibilities expectations boss put ‘no corporate bs’,2021-12-04 23:29:11+00:00,3
102,came two hours early work bc thought worked 3 manager made clock clock back 💀,2021-12-04 23:29:06+00:00,0
103,manager telling put guy needed 😂,2021-12-04 23:28:26+00:00,2
104,feet hurt 10 hour shift boss go work ethic bit argument thanks national labour shortage ones firing im good,2021-12-04 23:28:13+00:00,2
105,bout make boss buy lunch foo sent fresno 1 what,2021-12-04 23:27:55+00:00,0
106,told boss last week almost went dinner friend mine talk coming work him granted huge threat would mean relocating 2 hours,2021-12-04 23:27:37+00:00,1
107,anyone keen version australian academia since thought managers name dean bcos door first time meeting sure im qualified interpret terminology ecrchat academictwitter ,2021-12-04 23:27:12+00:00,5
108,accidentally left doodles uncovered workplace manager sees goes you sure like bunnies you ☠️ ,2021-12-04 23:26:55+00:00,49
109,lol boss coming home christmas sha send money hamper 🥴,2021-12-04 23:26:51+00:00,0
110,trying draw sanzu w boobs ofc boss wants hour long conversation customer 3 feet away desk,2021-12-04 23:26:50+00:00,0
111,boss gave fuzz record half lfg,2021-12-04 23:26:47+00:00,0
112,making money boss,2021-12-04 23:26:36+00:00,0
113,getting fired job today calling boss paying teenage staff last 4 weeks,2021-12-04 23:26:33+00:00,3
114,things say work — go full aggretsuko boss ,2021-12-04 23:26:23+00:00,0
115,honestly everything true pervasive boss tell cruel keep cats inside none cats lived past 5 due motor accidents cat viewed pet takes care let disgusting ,2021-12-04 23:26:16+00:00,4
116,trusting expert trading signals never option robin moore recommended manager giving try awesome something go home,2021-12-04 23:25:54+00:00,0
117,manager plays fortnite,2021-12-04 23:25:48+00:00,4
118,like well get somebody drive humble get stuff now lol manager like i’m sorry don’t that u cancel order place store like made worse todays one days 😑😑😑 ,2021-12-04 23:25:35+00:00,4
119, manager fucking 🥸,2021-12-04 23:25:21+00:00,0
120,boss 😍,2021-12-04 23:25:15+00:00,1
121,morning asked boss question replied “yes ma’amy” acknowledged didn’t mean way still tell call black ppl mammy didn’t talk hour that yes is,2021-12-04 23:24:45+00:00,1
122,dare compare two lol awesome gandalf boss favorite 😂,2021-12-04 23:23:43+00:00,0
123,told manager slap tf today 😭,2021-12-04 23:23:37+00:00,1
124,hope boss buys lunch soon,2021-12-04 23:23:37+00:00,0
125,boss “do overthink much stress out” me “yeah thats emotional support dog” lmao thinks im mind fr😭,2021-12-04 23:23:19+00:00,0
126,wear clothes would get ordinary professional woman comment hr complain sexist coverage same office casual cannot imagine wearing denim fucking vest front boss,2021-12-04 23:22:54+00:00,1
127,boss absurd unpredictable jinx moment slack simultaneously glorious horrifying thing ever holyshit thatsneverhappenedbefore,2021-12-04 23:22:51+00:00,1
128,“who knew beautiful smile evil”  boss me💀💀,2021-12-04 23:22:21+00:00,1
129,im gonna quit job already applied new one since boss annoying wanna hit,2021-12-04 23:21:54+00:00,0
130,one first jobs high school plumber’s assistant literally shitty job 😅  boss cool learned ton valuable skills,2021-12-04 23:21:51+00:00,1
131,seriously love manager dude gonna make sure get compensated translating,2021-12-04 23:21:16+00:00,3
132,got asked bang bosss wife help fortniteflipped,2021-12-04 23:20:56+00:00,0
133,definitely weird since exposed months ago grabbing former boss’ ass saying i boss husband also party… apologized email,2021-12-04 23:20:47+00:00,0
134,know that need true else might feel compelled anything tweet it anyhoo heres pic texted boss got line vote early last october 4 hours ,2021-12-04 23:20:15+00:00,2
135,strike boy bands bring boss back,2021-12-04 23:19:54+00:00,0
136,really tell boss ill show work tomorrow day 😔,2021-12-04 23:19:37+00:00,0
137,imma reply back manager ,2021-12-04 23:18:54+00:00,0
138,thank manager asking case number reference outage send dm share privately,2021-12-04 23:18:52+00:00,0
139,asked boss regular schedule back said yea posted new schedule regular schedule 🙄,2021-12-04 23:18:33+00:00,1
140,😭 manager give pills tell go take nap office ,2021-12-04 23:18:19+00:00,0
141,complained manager attitude ,2021-12-04 23:18:02+00:00,0
142,manager saw standing register two seconds charging customers nonstop threatened write anything 😐,2021-12-04 23:17:54+00:00,1
143,one funniest fucking moments time office boss jamming office thinking music low could hear listening crazy bitch buckcherry,2021-12-04 23:17:37+00:00,0
144,ok logic grow body shave beard go viking style working 😀 want boss one day let 😉 ,2021-12-04 23:17:10+00:00,3
145,boss spelling name gabrilella 😭 hate,2021-12-04 23:16:22+00:00,0
146,watching manager drag ruru bed another song im glad thats me haha,2021-12-04 23:16:20+00:00,0
147,manager mark direct soon i’m available btw contact 247 doesn’t really care,2021-12-04 23:15:00+00:00,0
148,reminds explaining boss way could half time spent one particular task stared blankly said way ,2021-12-04 23:14:41+00:00,2
149,boss going me ceo called told could hire nobody else worked company 5 times lifetime sometimes working direct competitor time,2021-12-04 23:14:10+00:00,0
150,hi manager good day experienced playing axie old manager axie manager sell thats looking new scholarship average slp 120 180 day ive got 1300 1700 mmr previous account,2021-12-04 23:14:05+00:00,1
151,ive never put position business corporation power me last job saved company 140 million annually payroll turning 8 hour job 15 minute task unfireable boss threatened told go fk off,2021-12-04 23:13:19+00:00,0
152,thinking boss literally cheeto puff halloween,2021-12-04 23:13:05+00:00,2
153,yeah do boss sort get idea something happened see exactly what asked alright guy walked pulled disgusted face  ,2021-12-04 23:12:40+00:00,1
154,conversations golf boss… ,2021-12-04 23:12:10+00:00,15
155,boss pushing limits months husband pushing limits weeks week think dog trying send damn edge,2021-12-04 23:12:01+00:00,0
156,soon walk manager “i got friends coming spend money tonight” well okay dennnnn,2021-12-04 23:11:58+00:00,1
157,yeahhhhh don’t want admit many times i’ve conversations boss,2021-12-04 23:11:49+00:00,1
158,boss 🙏🏿🙏🏿,2021-12-04 23:11:46+00:00,0
159,feel ya i’m way mom older two time cancer survivor manager told christmas party said outside indoors said didn’t know said it’s outside attend inside didn’t feel comfortable,2021-12-04 23:10:55+00:00,0
160,manager real one didn’t think would like much told what’s going called quick,2021-12-04 23:10:18+00:00,0
161,cry baby cry people mean boss……waaaaa,2021-12-04 23:10:16+00:00,0
162,manager nice putting two weeks said ever breaks summer could come back ,2021-12-04 23:09:56+00:00,9
163,explain manager who man phone rn there’s 60 outlet sale women like “omg yes to obviously”,2021-12-04 23:09:30+00:00,0
164,broke front boss asked moved work busier part store would make less lonely,2021-12-04 23:09:25+00:00,1
165,opporrrrr boss aza dm sir,2021-12-04 23:09:18+00:00,0
166,screaming boss ab truck hot purely everyone putting bad mood,2021-12-04 23:09:09+00:00,0
167,ive sleeping day instead applying corporate jobs manager told,2021-12-04 23:08:28+00:00,21
168,lol writing req coop position yesterday manager like well use job description sir want someone supposed learn ,2021-12-04 23:08:16+00:00,1
169,brought attention manager cfo told get rid info look again quit shortly afterwards couldn’t work anyone immoral unethical,2021-12-04 23:08:07+00:00,0
170,thank boss love,2021-12-04 23:08:06+00:00,1
171,think bought house fort worth didn’t tell boss til done deal she’d let work home forever,2021-12-04 23:07:50+00:00,3
172,lmao boss niece tryna get teach jerk,2021-12-04 23:07:48+00:00,0
173,luna house guest rules like mom brought wee zees home 8 weeks told nice zoë grew thinking boss think so too❤️😂💚,2021-12-04 23:07:47+00:00,0
174,boss baby ,2021-12-04 23:07:36+00:00,0
175,hello ✨ im admin sponsor 174k 143k folls acc see bio whos boss were nft crypto promoter dm want ask promote🤩🔥 nfts nftcommunity nftcollectors nftgame defi blockchain bsc eth sol ada cryptocurrency shill minting,2021-12-04 23:07:05+00:00,5
176,successfully put boss onto bad bunny,2021-12-04 23:04:58+00:00,2
177,next time boss calls talk  may try its character would do excuse i know unprofessional thats envisioned work sam would be also find super unhelpful,2021-12-04 23:04:12+00:00,2
178,manager,2021-12-04 23:04:11+00:00,3
179,no wrong inference though bad actually 🙂 mean boss spiritual temporal regard corbyn 😏 loki likes respect hes bit informal require address lord unlike glasman 😏,2021-12-04 23:03:50+00:00,1
180,nah u boss,2021-12-04 23:03:44+00:00,1
181,sounds like arthroscopic surgery might future boss mri yesterday morning knee too makes feel better chihuahua similar knee surgery great,2021-12-04 23:03:35+00:00,1
182,congrats boss 😎😎😎,2021-12-04 23:03:27+00:00,1
183,boss really got fucking jokes tonight,2021-12-04 23:02:59+00:00,1
184,wakes thinks call bosss shaft investors 15 billion nah f i’m going alone wild west watch congress nothingsentoomey ,2021-12-04 23:02:47+00:00,0
185,would like get one these first want check boss make sure want 2 instead also could send picks two cards send money thank you patsy allgood stros4life,2021-12-04 23:02:30+00:00,1
186,boss 🐐,2021-12-04 23:02:02+00:00,0
187,drunk customer come walgreens yesterday first like really bad customer came cursing whole store called slurs stressful called manager went breakroom cried cried cuz embarrassed,2021-12-04 23:01:50+00:00,3
188,manager jose telling hes gay feels like plot twist movie 👁️👄👁️,2021-12-04 23:01:38+00:00,0
189,me planning read birthday work boss its no happy birthday me,2021-12-04 23:01:28+00:00,1
190,manager ,2021-12-04 23:01:28+00:00,0
191,i’m ready drop kick manager tells one fucking thing 🤬🤬,2021-12-04 23:01:26+00:00,1
192,would like info told specifically boss stay removed conflict interest would fired 🤷‍♀️ ,2021-12-04 23:01:21+00:00,0
193,me uses microsoft word make sign hang door manager wow cool,2021-12-04 23:00:51+00:00,3
194,boss said i’m wrong wearing sweater looks like life savers…the candy…you wanna know sweater looks like,2021-12-04 23:00:36+00:00,3
195,u deleted og tweet benson  lmaoooooooo aren’t dick ur boss,2021-12-04 23:00:09+00:00,4
196,manager ,2021-12-04 22:59:49+00:00,0
197,guy raised standards ole declined 3 years space couple days manager 🇩🇪,2021-12-04 22:59:37+00:00,37
198,manager 20 hoes buddakan,2021-12-04 22:59:27+00:00,0
199,older gentleman called wants know platform allows set reminders upcoming shows talk steps hes amazed tells boss need 2 weeks paid vacation tells likes learning device do says wife,2021-12-04 22:59:15+00:00,1
200,lying boss,2021-12-04 22:59:04+00:00,0
201,boss told i’m sunshine darkness never felt special shit hitttt deep 🥲,2021-12-04 22:58:37+00:00,0
202,manager saying lost weight ,2021-12-04 22:57:59+00:00,0
203,got work 2 minutes early today made manager proud,2021-12-04 22:57:56+00:00,0
204,nah im backing manager zidane still id defend,2021-12-04 22:57:42+00:00,4
205,bc manager awesome he’s high maintenance,2021-12-04 22:57:34+00:00,0
206,boss j put 2 names inna cup pulled mine get leave early like okay marry,2021-12-04 22:57:23+00:00,0
207,cussing manager cause see texting kevin ,2021-12-04 22:56:58+00:00,0
208,‘a lot players team underperformed’ … a would tell boss probably believed ‘fiveyear plan’ pr b would say signings trades tanked team,2021-12-04 22:56:54+00:00,39
209,boss,2021-12-04 22:56:20+00:00,0
210,officially halfway elaborate 20 year prank pretending server fuck boss,2021-12-04 22:55:51+00:00,5
211,manager standing like sim icnat🕴🕴🕴,2021-12-04 22:55:47+00:00,1
212,boss called stylish last night literally die happy,2021-12-04 22:55:02+00:00,0
213,came home crying bc boss parents told straight quit job cause they’ll take care everything ,2021-12-04 22:54:43+00:00,5
214,there there walking around room room talking 30 minutes imaginary dialogue boss explaining show call last day displaced vertebrae neck pain headache noted wrong date,2021-12-04 22:54:37+00:00,0
215,last year dodgy stomach…my boss wanted covid test 🙄🤯,2021-12-04 22:54:21+00:00,1
216,bro took manager became hardy fan overnight he’s next big thing country 🤘🤘🤠,2021-12-04 22:53:59+00:00,2
217,might lie boss say booster shot kicking ass regardless dont go work tomorrow,2021-12-04 22:53:20+00:00,0
218,manager told reminded vanessa hudgens ma’am honored 🥺🤩,2021-12-04 22:53:04+00:00,2
219,since boss educated person persuaded buy cool card supposedly work illegally installed necessary software work computer every day like obsessed created something new learned one seesnftarist ,2021-12-04 22:52:48+00:00,1
220,manager 🇩🇪,2021-12-04 22:52:29+00:00,62
221,think got mine manager past job family doctor kid,2021-12-04 22:52:28+00:00,0
222,mannheim steamroller’s carol bells makes want crawl skin got dj bookstore soundtrack time boss loved mannheim steamroller 🙄,2021-12-04 22:51:41+00:00,1
223,manager dick im ready fight nigga next time talks me,2021-12-04 22:51:26+00:00,7
224,shouldn’t nervous missing work wake it’s literally wake yet boss made feel like that’s great,2021-12-04 22:50:51+00:00,1
225,boss puts super loud club music one time im gonna start biting people coworkers customers,2021-12-04 22:50:43+00:00,1
226,wow finally know feels like workplace actually prioritizes family life work balance told manager wanted get family portrait done available slot week day said work remote day 🥲,2021-12-04 22:50:29+00:00,1
227,meeting boss transition new job howd go ask well ,2021-12-04 22:50:21+00:00,12
228,manager really told “you better pass finals” put work 40 hours week🥲🥲,2021-12-04 22:49:33+00:00,10
229,boss😂😂,2021-12-04 22:49:20+00:00,0
230,actual text sent boss ,2021-12-04 22:49:05+00:00,20
231,helped nonprofit worked get 50000 donation new donor one hour boss told work longer hours productive,2021-12-04 22:49:02+00:00,1
232,yep got permission boss lol enjoy fun,2021-12-04 22:48:36+00:00,0
233,boss got free deal taco combo codes i’m sick del taco lol,2021-12-04 22:48:23+00:00,0
234,boss hid good ass writing pen bc stole gave back 🤣🤣😭,2021-12-04 22:48:17+00:00,0
235,thinking boss said “you back” said quitting,2021-12-04 22:48:17+00:00,2
236,manager cant wait tomorrow,2021-12-04 22:48:00+00:00,0
237,boss done pull laptop watch game,2021-12-04 22:47:28+00:00,0
238,tell boss,2021-12-04 22:46:53+00:00,0
239,connect spotify overhead force boss listen 2011 repeat four hours open,2021-12-04 22:46:53+00:00,0
240,i helped company earn contract 31 million suppliers medical field boss got 160000 bonus got 1 hour raise ,2021-12-04 22:46:15+00:00,97
241,told boss tired getting saturdays finally put work one next week 🙏,2021-12-04 22:46:10+00:00,1
242,hit phrases i spoke manager what earn business today theyre sucking dick dont suck dick let weigh decision,2021-12-04 22:45:36+00:00,0
243,thanks boss,2021-12-04 22:45:29+00:00,0
244,email sent boss and wife regarding work christmas party idc anymore lol ,2021-12-04 22:45:29+00:00,3
245,annual performance appraisalhow explain work boss ,2021-12-04 22:45:19+00:00,2
246,fact boss adores show never fascinate me,2021-12-04 22:45:16+00:00,0
247,really hope larry calls boss kick house cause regret ever meeting defaziolarry disrespectful today asked cheryl hairstylist help put beverly wheel chair💺 larry jumps in told larry need help retorts care wow 😲 ,2021-12-04 22:45:00+00:00,0
248,got tears im proud cause everything could keep store running im pissed one two people work required 4 people minimum 😭 hey least boss appreciates,2021-12-04 22:44:45+00:00,1
249,boss trying hook every man walks door 🥴🥴😂😂,2021-12-04 22:44:39+00:00,3
250,took boss blood sweat tears get business running pull crazy hours hours notice saturday night respect boss know respects me workers aren’t problem,2021-12-04 22:44:34+00:00,1
251,kitchen nightmares hated boss would laughing hard watching him personality food get roasted gordon ramsey 😩,2021-12-04 22:44:28+00:00,1
252,setting bar low wins treble looks like genius manager ❤,2021-12-04 22:44:27+00:00,23
253,one day i’ll tell yall story 7 years ago making 12000 year radio station boss laughed asked more since i’ve made half million dollars writing code glad quit job lol,2021-12-04 22:44:00+00:00,1
254,manager ❤,2021-12-04 22:43:09+00:00,0
255,boss came today told didn’t get trend girls long nails 2 short nails,2021-12-04 22:42:47+00:00,7
256,manager ,2021-12-04 22:42:45+00:00,91
257,boss think it’s good idea close store turn around come back 6 there’s like 4 people could come early tomorrow,2021-12-04 22:42:45+00:00,0
258,culture workplace amazing fit boss best  also selfemployed,2021-12-04 22:42:35+00:00,1
259,counting days  manager sad af 😭🤣,2021-12-04 22:42:18+00:00,0
260,boss actually let early watch michigan game 😭😭😭,2021-12-04 22:41:37+00:00,5
261,ok then forwarding boss,2021-12-04 22:41:26+00:00,1
262,boss boss interesting conversations like become household topic home apparently lmao sat back talked whiskey 10 minutes,2021-12-04 22:41:11+00:00,0
263,dogs fw brown santa chihuahua bit 🙂 cuz boss right owner like “well maybe job” look like cesar milan you ,2021-12-04 22:40:53+00:00,10
264,boss 24 hours fine 🤞🤞,2021-12-04 22:40:51+00:00,1
265,theyre power friendshiping boss,2021-12-04 22:40:21+00:00,4
266,manager talking bout “it’s gonna hurt us” cus can’t come in… got big bro,2021-12-04 22:40:19+00:00,0
267,manager heard put two weeks ,2021-12-04 22:40:15+00:00,8
268,boss sorry cant come work caught cancer boss ,2021-12-04 22:40:15+00:00,0
269,manager idea basically told start applying new jobs ,2021-12-04 22:40:10+00:00,0
270,omg it’s done yet💔💔but i’ll show u small peak manager won’t let post anything it🥺🥺🥺 ,2021-12-04 22:39:58+00:00,0
271,well chicago happy as dallas boss finally talked it im check new headquarters large office name door thats hard sell know 😂,2021-12-04 22:39:57+00:00,1
272,nahhh firing manager much 😂😂,2021-12-04 22:39:17+00:00,0
273,boss take big big mansion copper river im geeked,2021-12-04 22:38:19+00:00,0
274,boss maybe cuz keeps saying dont right say i hate called madam making anxious even client left,2021-12-04 22:38:18+00:00,1
275,emotional breakdown front family day bullied manager ✌️srs,2021-12-04 22:37:46+00:00,0
276,boss amazing pulling strings get float every unit hospital get experience different specialties love 🥰,2021-12-04 22:37:13+00:00,0
277,manager😁,2021-12-04 22:37:06+00:00,0
278,never forgetting day boss changed schedule next day day work told i’m coming plans mf got upset 😭,2021-12-04 22:36:17+00:00,1
279,got trouble work phone manager sent back help maintenance wana cry 😭😭😭,2021-12-04 22:36:15+00:00,0
280,idk boss thinks pay ask money like set day amp pay way pay every one else there… really gotta stop chill people take advantage much 😩😠,2021-12-04 22:35:16+00:00,1
281,faith manager makes happy ,2021-12-04 22:35:14+00:00,0
282,funny manager stand faves comes problem children all us poc too coincidence think not give us energy anything shell make comment makes seem like probably something wrong,2021-12-04 22:34:42+00:00,1
283,manager better able get sa that’s i’m saying,2021-12-04 22:34:34+00:00,0
284,coworker recommending chiropractor two years boss sent sports masseuses number yesterday got me,2021-12-04 22:34:32+00:00,1
285,boss stay asking come close 30 min notice 🙄 ma’am,2021-12-04 22:34:25+00:00,0
286,knew manager feelin lmao,2021-12-04 22:33:55+00:00,0
287,got wait till 6pm play bullshit gad boss asked work wednesday instead thursday week halo thursday,2021-12-04 22:33:46+00:00,0
288,damn manager went outside smoked whole blunt came back  😂😂😂 whatever fck lol,2021-12-04 22:33:36+00:00,0
289,said “ma’am would like come self checkout” beetlejuice looking ass bitch said “no don’t work here” knew like “i know fizzity fact didn’t ask okay” walked away told manager,2021-12-04 22:32:27+00:00,0
290,way fuming work manager laughing 🥲,2021-12-04 22:32:23+00:00,1
291,quite bosss reaction been,2021-12-04 22:32:09+00:00,0
292,totally get that take time first got diagnosed bipolar would become easily agitated took get meds figured out boss understand all thought could control it many people get it sadly,2021-12-04 22:31:51+00:00,1
