number,text,date,fav
22,boss hates me brought pizza told guys take break room keep department im one working department 🙄,2021-12-03 23:53:24+00:00,7
23,boss blocked me double check see got block unblock you,2021-12-03 23:53:13+00:00,0
24,morning boss,2021-12-03 23:53:11+00:00,1
25,boss produce department really ponies read pages copy pocket times hed cypherin raced practiced throwing free throws old plums,2021-12-03 23:53:04+00:00,0
26,literally manager asks cover someone’s shift ,2021-12-03 23:53:04+00:00,0
27,boss❤️❤️,2021-12-03 23:52:25+00:00,0
28,like ask manager 20th 27th told ask bum ass coworkers see they’d cover said fucking like clearly gonna fucking answer regardless nobody wanna shit anybody around 😭,2021-12-03 23:52:11+00:00,1
29, manager oooooo give hours oooooo ,2021-12-03 23:51:58+00:00,1
30,i’m weird position work… tutor who’s job encourage me also boss who’s job deny stuff operational reasons she’s acting assistant director also makes mentor’s boss’s boss mentor assigns work,2021-12-03 23:51:45+00:00,0
31,aren’t suppose say “thanksthank you” one “my boss” 🤷🏾‍♂️,2021-12-03 23:51:42+00:00,0
32,aye boss took us texas roadhouse said “can take shot jack” mannnnnn needing,2021-12-03 23:51:25+00:00,0
33,thank much boss,2021-12-03 23:51:21+00:00,0
34,im bouta smoke fat wood get boss annoying last hours fr,2021-12-03 23:51:21+00:00,1
35,lab consistently used word sacrifice sac came time write paper boss insistent important say euthanize instead yeah makes sense everyone wildly desensitized language,2021-12-03 23:51:01+00:00,0
36,suck dick suck pip’s dick suck rose’s dick suck himbo’s dick suck missy’s dick suck squeak’s dick suck boss’s dick cynthia ,2021-12-03 23:50:53+00:00,25
37,went drinks manager picked tab £100 🥺,2021-12-03 23:50:46+00:00,1
38,sat moving board boss grabs spin around say wanted see hair changed color 🙂💀💀 lmfaooo,2021-12-03 23:50:39+00:00,0
39,yea problem boss i’ll get done 3pm today haha sorry talking boss,2021-12-03 23:49:28+00:00,1
40,i’m aux work boss said play big energy latto 😭😭,2021-12-03 23:48:59+00:00,1
41,manager told go buy something nice company credit card monday 🥳,2021-12-03 23:48:57+00:00,0
42,honestly surprised comes daft punk songs prob bc 7 min song still bop tho would piss boss son came bc said around world whole time ,2021-12-03 23:48:46+00:00,0
43,stressed work today wasnt right state mind manager said thats dont get work done ,2021-12-03 23:48:37+00:00,3
44,life’s already going super well lately boss asked come see today said exceeded expectations year wants promote me give another resume d,2021-12-03 23:47:57+00:00,14
45,cant get check next week smack fuck boss right,2021-12-03 23:47:55+00:00,2
46,manager called morning check coming tomorrow asked concert almost cried¥££lt‘¥££lt,2021-12-03 23:47:54+00:00,0
47,boss gimme quote private insurance me making identity kids exist,2021-12-03 23:47:34+00:00,0
48,it’s hot shit here stomach hurts i’m tired can’t sleep don’t gas receipts need work drank much last night heart pounding haven’t told boss need take classes campus next semester guess that’s it…,2021-12-03 23:46:56+00:00,0
49,anyone translate this boss speaking vc version morse code ,2021-12-03 23:46:41+00:00,8
50,need someone cheer need motivation step tlboss office either speak boss ,2021-12-03 23:46:37+00:00,0
51,pick philosophical arguments manager every weeks today told chaos order way live basic form chaos “i” chose anything happen chaos basic form order “you”,2021-12-03 23:46:16+00:00,0
52,think boss knows i’m going it cause messed today she’s nice 😩 medicine got silly goofy mood,2021-12-03 23:46:06+00:00,1
53,boss amazing 💜 ,2021-12-03 23:45:55+00:00,0
54,figured coachesprogram specialists teachers special assignment pay scale me boss🤣,2021-12-03 23:45:41+00:00,2
55,im back workplaces christmas party boss gave pay raise present😭😭,2021-12-03 23:45:38+00:00,0
56,boss ask everyone they’re 大丈夫 except 🤕🤕 butt 💀💀💀💀,2021-12-03 23:45:26+00:00,0
57,cried boss today shit felt soo fucking good lmfaoo ,2021-12-03 23:45:08+00:00,3
58,boss business today reason 😐,2021-12-03 23:44:21+00:00,3
59,hey boss says send pic hellebuyck don’t make rules thanks,2021-12-03 23:44:11+00:00,3
60,hate boss dreams gtfo clock,2021-12-03 23:43:44+00:00,5
61,judging solely based work think need remember humans going life chatting reminded she’s manager she’s person makes mistakes learning too,2021-12-03 23:43:30+00:00,1
62,boss want take phone looking twitter 😆,2021-12-03 23:43:28+00:00,1
63,looking insecure amp thinking quit job like issa remembered quit job yrs ago lmao boss real jerk 🤣 fridayfeeling selfcare needed,2021-12-03 23:43:21+00:00,0
64,literally sat silence like why that immediately texted boss tell,2021-12-03 23:42:55+00:00,1
65,boss asked wanted fly artbaselmiami said “sure sleep over” he lives miami hasn’t spoken since coincidence right,2021-12-03 23:42:47+00:00,6
66,face everyday boss recently one long conference call meeting infosec internal control man made mute call gave solution really felt dumb pitied end call 😂😂,2021-12-03 23:42:32+00:00,0
67,boss ignored sent two week notice lmao,2021-12-03 23:42:22+00:00,0
68,im close quitting job fr might try fight boss,2021-12-03 23:42:21+00:00,0
69,appreciate idea explanation don’t agree it used programmer stated calling coding amp developers worked projects significant complexity always able napkin test explain boss,2021-12-03 23:42:20+00:00,0
70,many months ago assistance manager gave number girl restaurant return months returned hate everything also guy coworkers who engaged married making fun,2021-12-03 23:42:16+00:00,2
71,omg week brutal boss vacation n still next week off 😩,2021-12-03 23:42:13+00:00,1
72,forgot word competent thus disproving managers declaration competent enough process amazon returns kohls xd,2021-12-03 23:42:09+00:00,1
73,yesterday boss called apologize often misgenders me called comanager ask correct does pretty nice tbh,2021-12-03 23:42:08+00:00,6
74,anyways asked boss order something kwanza said yes guess that’s win today,2021-12-03 23:42:08+00:00,5
75,bro manager really dick,2021-12-03 23:41:59+00:00,0
76,boss,2021-12-03 23:41:42+00:00,0
77,lil baby amp drake suppose dining job tonight instead occupying upstairs wants reserved entire restaurant boss declined due sustain good relationship w reservations already booked smmfh 😤😤my bag keep getting fumbled,2021-12-03 23:41:42+00:00,1
78,manager next question,2021-12-03 23:41:21+00:00,0
79,boss literally tryna kick outta store right shift ended,2021-12-03 23:41:17+00:00,0
80,need take today bc migraine can’t bring send message manager… i’ve taken many days recently feel terrible lol,2021-12-03 23:41:12+00:00,0
81,saw truck sardine canned park street bridge yesterdayonly got 3 feet thoughdifference going 30 55 mphmy boss would say we fix that roll eyes yeah right bring weitsman,2021-12-03 23:41:04+00:00,1
82,manager made chase car biscuit,2021-12-03 23:40:58+00:00,2
83,boss lt333,2021-12-03 23:40:43+00:00,0
84,mymanager calls kitty makes 🤮,2021-12-03 23:40:37+00:00,1
85,boss told come outside handed camera could take pictures sunset sat good min love job fr,2021-12-03 23:40:08+00:00,1
86,boss thought turning 22 i’m actually going start lying age,2021-12-03 23:40:00+00:00,1
87,owen wilson ‘wow’d’ boss i’m loosing job y’all,2021-12-03 23:39:54+00:00,2
88,since boss drinking already i’m gonna declare work lol,2021-12-03 23:39:49+00:00,2
89,didn’t get leave midnight year long boss royal bitch tho er mom called tell wouldn’t said “she call herself” mom said well can’t she’s getting xray this 1997,2021-12-03 23:39:44+00:00,0
90,need guess keep dealing stress soon go away also boss takes ring finger saing necessary ill throwing someone back hospital,2021-12-03 23:39:26+00:00,0
91,really hope boss won’t see,2021-12-03 23:39:21+00:00,3
92,😂😂 ill pass boss,2021-12-03 23:38:51+00:00,1
93,boss fr bitch asking work ot… don’t mind bc nye trip ain’t gonna pay 😫,2021-12-03 23:38:50+00:00,0
94,boss bought entire pleasing set omg,2021-12-03 23:38:44+00:00,1
95,boss thanks time ❤,2021-12-03 23:38:03+00:00,0
96,waiting “new fun” phase job end “let’s see little work boss notices”,2021-12-03 23:37:35+00:00,2
97,me boss stop talking i’m busy,2021-12-03 23:37:12+00:00,0
98,boss showed sales scale literally know care talking about another product im required push onto clients 🙄 whats worse staring sales butts 😑 stare done,2021-12-03 23:37:11+00:00,0
99,explain colleagues use «😏🍆💦» and necessarily combined christmas party boss forever traumatized using «😏» text ever 100 fired monday,2021-12-03 23:37:02+00:00,3
100,ayeeee manager texted got 75 cent raise betttt,2021-12-03 23:36:40+00:00,0
101,me smiling laughing tiktok boss must telling something good lmaooo whooooooo,2021-12-03 23:36:30+00:00,3
102,tell manager 😭,2021-12-03 23:36:19+00:00,0
103,feel manager owner makes feel like sht deserve manager ,2021-12-03 23:36:18+00:00,0
104,boss got headlamp christmas🥺 picked evening i’ve already snagged eyebrow piercing it🙃,2021-12-03 23:35:49+00:00,4
105,apart gossip calumny andor detraction character bouyers objections usually amount my boss agree opinion reform go worked around me yes thats means manager,2021-12-03 23:35:42+00:00,0
106,boss said tell correct think gotta let know ask humane way wish,2021-12-03 23:35:38+00:00,0
107,using klopp make afcon bigger manager 😅❤️ ,2021-12-03 23:35:28+00:00,1
108,missing xhaka manager always,2021-12-03 23:35:28+00:00,0
109,heard too… damn clouds boss managed get visit onboard aircraft flew nyo many years ago whilst working there cracking aircraft,2021-12-03 23:35:06+00:00,1
110,helping boss conduct job interviews one guys perfect candidate really like really engaged asked us loads questions return  great credentials also happened smoking hot neck tattoos ive often liked like wow,2021-12-03 23:35:02+00:00,1
111,cant i’ll leave boss alone busiest day year,2021-12-03 23:35:01+00:00,0
112,wanting cry work something boss said probably light heartedly 🥲,2021-12-03 23:34:54+00:00,2
113,boss told i’m really excellent customer service skills even though don’t feel like it like i’m bit introvert speech impediment stutter bit since march don’t know maybe emotions compassionate,2021-12-03 23:33:43+00:00,4
114,day moving internet day boss finds frosty axie 2 happy jealous pain good snipe ,2021-12-03 23:33:40+00:00,20
115,hate fridays mondays friends poppin cat i’m trying avoid boss 😭,2021-12-03 23:33:37+00:00,0
116,manager “who’s twitter dumpster fire” challenge,2021-12-03 23:33:35+00:00,3
117,manager asked took adhd meds today bc ate whole row oreos… maam not lemme live,2021-12-03 23:33:19+00:00,2
118,regret telling boss i’m coming 6am,2021-12-03 23:33:11+00:00,0
119,asked manager email wasn’t working amp goes 206 unread emails that’s unacceptable … like bro talkin bout rn,2021-12-03 23:32:58+00:00,3
120,bless burst witchs auto pause lol feeling boss might call conferences standby right middle boss fight call came,2021-12-03 23:31:57+00:00,0
121,tell boss i’m nd one meeting week completely drains lol,2021-12-03 23:31:52+00:00,0
122,manager 💙 ,2021-12-03 23:31:23+00:00,0
123,me i’m little itchy that’s kinda weird boss u probably scabies ,2021-12-03 23:31:05+00:00,10
124,editing basically second nature point im tired cant keep one thought head time great productive conversation boss cant remember thing talked,2021-12-03 23:31:05+00:00,3
125,okay manager messaged go check sunset 🤨 lady sus,2021-12-03 23:30:18+00:00,5
126,convinced boss give 4 day work week 😭,2021-12-03 23:30:14+00:00,0
127,boss drives like maniac love it 😂,2021-12-03 23:30:04+00:00,1
128,nah boss vlive phone 😭😭,2021-12-03 23:29:53+00:00,0
129,boss’s dog actual bffs ,2021-12-03 23:29:37+00:00,0
130,boss money picks late i’m afraid moment pick i’ll get buttfucked last min play,2021-12-03 23:29:24+00:00,0
131,apparently evil manager hates hispanics rolled eyes complained abt friend who’s working she’s winter break🥰 love hated boss really,2021-12-03 23:29:12+00:00,2
132,boss texts interviews packer players talks football avoid work😂,2021-12-03 23:28:44+00:00,1
133,bro boss one today 😂😂,2021-12-03 23:28:15+00:00,0
134,me posts something social media work hours manager 2 mins later hows story coming lol,2021-12-03 23:28:11+00:00,64
135,ik manager hated today 💀💀,2021-12-03 23:28:08+00:00,1
136,walked work morning boss stops door tells i’m dress code violation can’t come in i’m like girl huh realized sgrho sweatshirt… she’s delta 😂😂😂,2021-12-03 23:28:00+00:00,2
137,boss kept late office folks take slight likely sicko reporting duty,2021-12-03 23:27:52+00:00,13
138,boss asshole made clean dinning room outside restaurant time full day school,2021-12-03 23:27:47+00:00,1
139,found today boss knows i’m gays literally never mentioned him i’m confused,2021-12-03 23:27:28+00:00,3
140,boss cia trained chef executive chef bedford springs fampb club manager,2021-12-03 23:27:27+00:00,1
141,remember mama supportive said yho son dad mad home 🏡 mum still met manager liquid going global godsplan,2021-12-03 23:27:25+00:00,1
142,found who’s dry snitching everybody’s tweets manager work right 😤,2021-12-03 23:26:41+00:00,1
143,gonna say im telling ur literally boss sick,2021-12-03 23:26:35+00:00,0
144,boss bosses boss couple coworkers got call job offer 🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴😅😅😅😅😅😅,2021-12-03 23:26:31+00:00,0
145,resting wreaking havoc last meeting day would stop yelling like sorry hear cat boss like that’s cat loud ,2021-12-03 23:26:15+00:00,13
146,boss relaxed posture he’s saying like he’s said million times before realize i’m kind trouble “so wait actually happened room that…dirt field wherever was” pulls cigarette lights answers,2021-12-03 23:26:05+00:00,0
147,i’m staring pool blood stainless steel table realize it’s nosebleed i’m sitting chair business casual attire like wear office office look up interrogation room boss sitting across me,2021-12-03 23:26:04+00:00,0
148,shoot them takes way bullets put should boss there seems mad me can’t tell wrong though supposed trusted people they,2021-12-03 23:26:01+00:00,1
149,finally told boss musty lmfao response kion like sense humor 🤣🤣😭😭😭,2021-12-03 23:25:59+00:00,0
150,“forever boss” bn sweet 🥺 ,2021-12-03 23:25:46+00:00,16
151,boss heard talking phone anything possibly help get medication me always check back looney bin✌️🤪 boss… wasn’t really funny… i’m rolling floor rn,2021-12-03 23:25:18+00:00,0
152,singing “or nah” boss eye contact impress company karaoke christmas party,2021-12-03 23:25:13+00:00,9
153,also fired boss half editorial staff intending replace people found nightmare hr was everyone left standing double output,2021-12-03 23:24:58+00:00,3
154,love boss casually slips 100 bill,2021-12-03 23:24:48+00:00,6
155,people anal around holidays 🙄 customer came store yelling boss something can’t control people suck sometimes,2021-12-03 23:24:45+00:00,5
156,manager called whore,2021-12-03 23:24:15+00:00,5
157,nigga like gon work 79 hours free prove boss money object it’s ethic 💯💯 ,2021-12-03 23:23:21+00:00,10
158,boss come ‘ broke bitch’ sir don’t care,2021-12-03 23:22:57+00:00,0
159,pranked manager i’m real life weak omg 😭😭😭😭,2021-12-03 23:22:10+00:00,0
160,i’m grateful boss actually values mental health offered safe space tell depressive thoughts gave kind words that’s kind boss need,2021-12-03 23:21:53+00:00,1
161,fair mother terminal subsequently died boss xpress magazine perth pretty much gave paid leave tap keep track,2021-12-03 23:21:47+00:00,2
162,it’s funny boss couldn’t offer cover hours work bc mourning he’s sick needs someone cover him ofc i’m first person calls oop baby shit dnd now like thanksgiving weekend xoxo😚,2021-12-03 23:21:45+00:00,37
163,shout boss bitches wifin’ niggas,2021-12-03 23:21:43+00:00,0
164,update i’m good one direct reports decided pull shit week manager director addressing monday morning needed “debriefed” beforehand 🙄,2021-12-03 23:21:17+00:00,5
165,boss telling look presentable wore flannel vans casual friday 😩 boomers insufferable dude,2021-12-03 23:21:03+00:00,11
166,manager convinced get bumble learned impressed north offer,2021-12-03 23:20:56+00:00,0
167,amazon sent wrong cup 😭😂 smh wanted cry thought funny gift boss 🤣,2021-12-03 23:20:38+00:00,0
168,forward boss pls,2021-12-03 23:20:34+00:00,1
169,boss  go car meets thing👀 hahaha sick ass,2021-12-03 23:20:32+00:00,0
170,sent one execs show work one bts playlists lol telling went concert weekend super learning asked send playlist lmao gonna turn boss’s boss army maybe,2021-12-03 23:20:19+00:00,16
171,hey hey hey im ready boss decided knock day egg nog would share maybe,2021-12-03 23:20:13+00:00,1
172,pretty sure boss wanting fire day,2021-12-03 23:19:58+00:00,0
173,boss got excited carrots hummus protein shake i’ve related much another human,2021-12-03 23:19:51+00:00,4
174,hello ✨ im admin sponsor 174k 142k folls acc see bio whos boss were nft crypto promoter dm want ask promote🤩🔥 nfts nftcommunity nftcollectors nftgame defi blockchain bsc eth sol ada cryptocurrency shill minting,2021-12-03 23:19:33+00:00,4
175,tried one year deja vu boss wasn’t,2021-12-03 23:19:32+00:00,0
176,boss really said “i gotta go wife calling” 3 patients waiting 😭😭😭i sweating like “i playing” bro u weren’t 😭😭😂,2021-12-03 23:19:26+00:00,0
177,cried work boss came asked crying eyes looked like said “im insanely high”,2021-12-03 23:19:19+00:00,2
178,three days away toxic job nearly every day boss would say something horrible i’m longer random suicidal thoughts depression 50 better haven’t panic attack days don’t feel sick 247 guess really job,2021-12-03 23:19:16+00:00,50
179,ur telling fucker cried many times go committee meeting im telling boss,2021-12-03 23:18:34+00:00,1
180,you’re boss,2021-12-03 23:18:15+00:00,0
181,that’s mate boss issue tweet knew creep level high i’ll extra cautious while,2021-12-03 23:18:09+00:00,0
182,i’m great employee boss said “are stupid” today said “i guess so🥰”,2021-12-03 23:18:08+00:00,2
183,accidentally calling boss bro gonna think im freak 😔,2021-12-03 23:17:50+00:00,2
184,boss getting mad ignore calls i’m off😂,2021-12-03 23:17:42+00:00,1
185,boss,2021-12-03 23:17:38+00:00,0
186,ive job purposefully slow since june boss would think im good work something like 10 minutes usually takes hours fear messed,2021-12-03 23:17:07+00:00,3
187,fucking hope boss pays soon dont wanna miss,2021-12-03 23:16:40+00:00,0
188,good convos talk boss,2021-12-03 23:16:24+00:00,0
189,manager terrifies sometimes try best hide smell fear,2021-12-03 23:15:58+00:00,0
190,work watching entire thing feeding dogs cleaning dog shit boss 👁👄👁 5sosthe10yearcelebrationshow,2021-12-03 23:15:52+00:00,0
191,boss somehow knew play animal crossing big reader literally cause man peer soul hellaur,2021-12-03 23:15:50+00:00,0
192,im boss 😘,2021-12-03 23:15:25+00:00,0
193,first night training new job soon boss left turned show put christmas movie on trying get everyone mood ❤️🎄,2021-12-03 23:15:25+00:00,0
194,thing think i’m work getting back home😂 hate mf now bitch won’t stop yapping mouth told manager i’m always otp want slap another tooth hoe mouth🙄,2021-12-03 23:15:12+00:00,0
195,bosss dad creeping facebook,2021-12-03 23:14:28+00:00,0
196,drink boss coworkers could possibly horrible decision stay tuned,2021-12-03 23:14:22+00:00,6
197,heureka moment understanding weird physics phenomenon years suddenly get it always happens lie bed complete darkness talk loud myself maybe ask boss get office like since efficient,2021-12-03 23:14:17+00:00,0
198,manager ,2021-12-03 23:14:10+00:00,0
199,thank boss🙌,2021-12-03 23:13:57+00:00,0
200,boss would kicked office guess nice fall,2021-12-03 23:13:31+00:00,2
201,boss shovelling tequilas throat know bored,2021-12-03 23:13:25+00:00,0
202,got here know single person room  recognized boss id think wrong place,2021-12-03 23:13:14+00:00,0
203,boss told he’s never heard seasoned sour cream,2021-12-03 23:12:56+00:00,0
204,anxiety attack work today unplanned code review wmy manager thankfully able hold together zoom call ended 🥲 rip,2021-12-03 23:12:44+00:00,0
205,boss cool asf,2021-12-03 23:12:35+00:00,0
206,nice send boss wife cards😀,2021-12-03 23:12:34+00:00,1
207,expect focus it’s 3 days til christmas imagine said boss,2021-12-03 23:12:33+00:00,0
208,want go home finish dumb stocking im embroidering work boss even properly appreciate anyway 😒,2021-12-03 23:11:48+00:00,1
209,true az election audit queen kelli ward sent boss package “evidence” govt poisoning citizens mind control chemicals dropped airplanes called “chemtrail kelli” head arizona gop kook always kook,2021-12-03 23:11:18+00:00,4
210,invitation end year party consultancy made bosss daughter 7 lit trad queen an princess invitation thaanks queen amp princess course am👑 ,2021-12-03 23:11:07+00:00,1
211,making mistakes learn least that’s tell boss whenever mess something up,2021-12-03 23:11:00+00:00,2
212,ok boss told work little longer still halfday imma take,2021-12-03 23:10:20+00:00,1
213,manager told come we’re headed bar hang friends would’ve put concealer something 😂,2021-12-03 23:10:19+00:00,0
214,manager said something termination idk it’s coworker getting fired either way we’ll fine,2021-12-03 23:10:02+00:00,0
215,boss bought ramen poki cuz knows dont eat come  love,2021-12-03 23:09:52+00:00,5
216,good evening boss like movements please ft please boss 🙏🙏🙏,2021-12-03 23:09:27+00:00,0
217,boss called secretary today think secretary good job job be i however secretary,2021-12-03 23:09:25+00:00,2
218,desk devoid supplies lysol wiping boss walked in still asked cleaning🤣 lighthearted mood would’ve said something snarky,2021-12-03 23:09:01+00:00,2
219,phone boss witnessed road rage 😭 least found funny hehe,2021-12-03 23:08:14+00:00,1
220,currently trying convince manager doesnt let go eighth cigarette night name drop suicide note ,2021-12-03 23:08:12+00:00,1
221,sending boss,2021-12-03 23:08:08+00:00,1
222,boss said liked shoes yeah it’s time donate them ask yes was,2021-12-03 23:07:53+00:00,0
223,911 didn’t go office brother nypd hadn’t heard him boss called asked something client nerve ask ridiculous 🤬 said f hung phone,2021-12-03 23:07:43+00:00,0
224,good evening work good ate pollo tropical dinner thigh drumstick blackheads corn churro manager called work tomorrow means ill go hours next week,2021-12-03 23:07:41+00:00,0
225,called new galaxy flip 2000 paperclip manager got mad cant unsee,2021-12-03 23:07:35+00:00,1
226,e dey boss,2021-12-03 23:07:31+00:00,0
227,course i’ve chatting boss getting intern team spring hopefully another position added list soon 🤞🏽,2021-12-03 23:06:57+00:00,0
228,boss think cool 😭😭,2021-12-03 23:06:56+00:00,0
229,boss didnt ask second time definitely ✨not✨ going office christmas party,2021-12-03 23:06:23+00:00,0
230,manager finally asked live told i’m originally oc… anaheim nigga “there’s difference i’m glad said both there’s difference” needed laugh today 😂😂,2021-12-03 23:06:19+00:00,2
231,aye boss earns year bits nothing,2021-12-03 23:06:14+00:00,0
232,stalled manual like 3 times front boss dawg,2021-12-03 23:06:03+00:00,1
233,no please check dm im admin bosss account dm,2021-12-03 23:05:33+00:00,0
234,boss’ daughter needed manicure clients help graduate cosmetology school went left thumb ⛄️🎄😳😎 ,2021-12-03 23:05:33+00:00,92
235,sometimes feel like i’m competing boss see stay teams latest 😂,2021-12-03 23:05:23+00:00,1
236,hate boss volunteers shit like… ,2021-12-03 23:04:58+00:00,3
237,got work manager asked wanted go home dip niggas person it’d me🥲😅,2021-12-03 23:04:41+00:00,12
238,second job blitz right boss talking bout cutting meat sales hes losingi gone though cool mebut still one ,2021-12-03 23:04:33+00:00,0
239,boss gave little break find cvs2 machine ,2021-12-03 23:04:30+00:00,231
240,dey boss,2021-12-03 23:04:30+00:00,0
241,way boss sends dune memes answer questions,2021-12-03 23:04:21+00:00,1
242,get yelled boss every time come work ive literally never disrespected life really taking toll,2021-12-03 23:04:16+00:00,1
243,bosss daughter thing wants sold errwhere,2021-12-03 23:04:15+00:00,0
244,boss yelled today something wasn’t fault gave really half assed apology… i’ll probably get raise ask x3,2021-12-03 23:04:12+00:00,1
245,go concert cause way manager favoring making girls go crazy know work ethic crazy thats reason nigga putting stage first,2021-12-03 23:04:06+00:00,0
246,manager saying hes gonna confiscate zaza 😭😭😭,2021-12-03 23:03:48+00:00,1
247,im collecting receipts finish po envelopes swt dec stuff next week boss comes back tech scout buyers leave give receipts fuck,2021-12-03 23:03:38+00:00,0
248,boss lookin kinda,2021-12-03 23:03:37+00:00,0
249,technically fault lying boss actually working days availability🧍🏽‍♀️,2021-12-03 23:03:25+00:00,1
250,whenever boss friday text leave early imagine annoyed gets phone rings bc know knows it’s one us texting 😂,2021-12-03 23:03:15+00:00,0
251,boss said sex woman cheating husband woman another man what,2021-12-03 23:03:01+00:00,0
252,manager cooking storm ready pop question skipper irons mud ,2021-12-03 23:02:45+00:00,0
253,manager thomas tuchel aka tuchelsea cfc 💙 ,2021-12-03 23:02:44+00:00,11
254,i’ve heard two coworkers says anything i’m gonna mention manager minority poc like canada tf thinks it’s even remotely okay identify shit let alone anywhere world,2021-12-03 23:02:40+00:00,1
255,casually asked manager number hr ive never seen someones face fall fast forgot preface name change report anyone,2021-12-03 23:02:18+00:00,0
256,creswell i’d rather manager didn’t mention i’d forgotten booking crazy excuse,2021-12-03 23:02:17+00:00,0
257,boss remember name special,2021-12-03 23:01:46+00:00,0
258,boss gave monday off yeahhhh,2021-12-03 23:01:37+00:00,0
259,boss coworkers got presents made donut cake work ,2021-12-03 23:01:34+00:00,1
260,targeted work boss wants continue mask ,2021-12-03 23:01:24+00:00,1
261,two way street ive told manager who also friend numbers getting thrown emails also know hands tied go far without upper management agreeing,2021-12-03 23:00:39+00:00,0
262,bane ordered ping pong table office lost since oct 14th boss driving insane finding it needs life anyhoo got call today located it delivered monday,2021-12-03 23:00:11+00:00,0
263,yaaaaaay mine also wrong refused give personal information contacted manager enjoy ur day 😃,2021-12-03 22:59:55+00:00,0
264,19 sony headphones always get definitely job music blasting boss talking me could hear anything 😂😂😂,2021-12-03 22:59:40+00:00,0
265,ive using vscode like 4 years job still know like 90 keyboard shortcuts unless boss like why many clickies instead 😂,2021-12-03 22:59:35+00:00,1
266,objection original quote person never slave going my boss took credit idea im looking new job thats like slavery fruitful contribution,2021-12-03 22:59:26+00:00,0
267,today boss praised coworker tweet made feel weird,2021-12-03 22:59:19+00:00,0
268,boss literally nicest guy ever god bless tbh,2021-12-03 22:59:18+00:00,3
269,good morning boss may god bless you give good health happiness hope take care stay healthy love miss much son niceday saint saintsup minger ฝันดีนะเซ้นต์ซุป ,2021-12-03 22:59:13+00:00,10
270,lmao wanting ask boss get neck tattoo performance review 😅,2021-12-03 22:58:46+00:00,0
271,point boss assigns overtime warning,2021-12-03 22:58:38+00:00,0
272,pulled boss secret santa work today 🙃,2021-12-03 22:58:36+00:00,0
273,manager brought tell me saw within 5mins starting shift ,2021-12-03 22:58:32+00:00,4
274,ok wtf manager keep making early shiftslong hours,2021-12-03 22:58:28+00:00,0
275,meetings boss always interesting cause never know actually gonna happen🙃 like today supposed meet noon pushed 330 said needed 30 minutes 5pm idk gonna happen today 😅,2021-12-03 22:58:09+00:00,0
276,lost job that boss brought serious false accusations me 😭,2021-12-03 22:58:00+00:00,8
277,sometimes think fired job attempted sabotage boss couldn’t keep track belongings fun time 🙂,2021-12-03 22:57:59+00:00,0
278,need tell boss work mine hours great idea 💡 👍👍,2021-12-03 22:57:47+00:00,0
279,let’s play boss forget pay today,2021-12-03 22:57:42+00:00,1
280,tonight supposed solo mmj live shots outside hospital talking omicron variant man came started yelling me told manager canceled shot told come back station,2021-12-03 22:57:36+00:00,23
281,boss finally got smart tv office… yeah i’m def getting work done 🥴,2021-12-03 22:57:31+00:00,0
