number,text,date,fav
95,sent boss im coming work tomorrow text 👍,2021-12-05 23:33:26+00:00,5
96,manager asked stay longer work 🤣🤣🤣 goofy🤣🤣🤣,2021-12-05 23:33:03+00:00,1
97,manager makes point look eye say thank good job words affirmation bitch man earned loyalty death ,2021-12-05 23:32:49+00:00,25
98,battle day boss retire today lets best,2021-12-05 23:32:41+00:00,0
99,boss end day ,2021-12-05 23:32:40+00:00,2
100,congratulations boss coming ur way boss pls dy drop ur edit benefit u fill wen ppl dat look u follow enjoy dz coming festival keep winning boss 🙏,2021-12-05 23:32:31+00:00,0
101,urge vape every single time manager looks way …,2021-12-05 23:31:51+00:00,1
102,moved graveyards vax rolled out ive enough woke public company happy one those 💉 my manager shut tyranny see it feel quite safe now lol,2021-12-05 23:31:51+00:00,2
103,told manager looking new place she’s sending links ’ feel cared,2021-12-05 23:31:11+00:00,0
104,98 sure boss thinks im going working tomorrow forgot tell schedule month job run company im going sit one out although im 76 sure blame misunderstanding lets see,2021-12-05 23:31:09+00:00,0
105,manager kirkin reason,2021-12-05 23:30:49+00:00,0
106,boss bought work mac stuffing bunch graphic design marketing tools software eeep 🥺🤩😍,2021-12-05 23:30:19+00:00,2
107,don’t tell boss like hood rat things friends ,2021-12-05 23:30:06+00:00,1
108,manager fucking hot,2021-12-05 23:28:56+00:00,0
109,talk boss tomorrow it since i’m also taking barbering class school work program use available thru 31st well use 😭😭😭 longer access 😭😭😭😭,2021-12-05 23:28:55+00:00,1
110,boss buck kedesha party call sick ,2021-12-05 23:28:33+00:00,2
111,boss “david  hear ” ,2021-12-05 23:28:23+00:00,1
112,hopefully i’m playing boss need win haven’t beaten 9 years i’ve got shot week would’ve already play higgins 🤷🏻‍♂️😤😁,2021-12-05 23:28:22+00:00,1
113,way i’m laughing everything boss says make sure leave hour early,2021-12-05 23:28:07+00:00,4
114,boss left work she’s away vacay it’s sunday night i’m realizing understand assignment 😬,2021-12-05 23:28:07+00:00,2
115,manager daily basis ,2021-12-05 23:28:01+00:00,0
116,today work meeting end manager gave us beer shot saying “ alexxis outstanding work today” 🥺🥺🥺🥺,2021-12-05 23:27:58+00:00,3
117,super proud grace wonderful person congratulations fun fact start flutter apprentice together boss 💯🤗 abi ,2021-12-05 23:27:51+00:00,1
118,boss friend said send birthday list sis,2021-12-05 23:27:41+00:00,0
119,love this boss one postings framed desk,2021-12-05 23:27:28+00:00,1
120,hate try use vacation time manager gives day i’m still tryna get paid babes approve shit,2021-12-05 23:27:13+00:00,0
121,trynna like boss homeboy wearing pigeons 1k walk around co mbn 😮‍💨,2021-12-05 23:27:06+00:00,0
122,tried justify saying already get paid well true salary great currently explain boss want work more actually worth too looked like id insulted her,2021-12-05 23:26:47+00:00,5
123,told manager “sorry don’t glasses can’t hear say again” 😩,2021-12-05 23:26:02+00:00,2
124,remember fucking vice president contracting company hospital couple weeks ago asking think former company let work two weeks said really know want say boss said want leave gtfo,2021-12-05 23:25:51+00:00,1
125,manager ,2021-12-05 23:25:47+00:00,1
126,donw boss ,2021-12-05 23:25:46+00:00,0
127,manager ,2021-12-05 23:25:10+00:00,4
128,6 done boss ,2021-12-05 23:25:09+00:00,0
129,omg manager seeked beginning shift asked stay drink that’s nice makes feel good,2021-12-05 23:25:07+00:00,0
130,told boss want start xmas break 10th december she’s clocked work 11th ,2021-12-05 23:25:02+00:00,8
131,boss told attach two pieces wood together totally nailed it,2021-12-05 23:25:02+00:00,0
132,thisdoesn’t help boss calls lazy either🙃 ,2021-12-05 23:24:58+00:00,0
133,manager ordered marc jacobs purse 🙂🙂🙂,2021-12-05 23:24:55+00:00,1
134,huh lead shift tonight boss meant keep eye one 17yo im working with sunday fuck running,2021-12-05 23:24:42+00:00,3
135,hello sir slot scholarship sir want apply experience playing axie infinity reached 19k mmr gained 150200 slp day stop manager sell account emergency looking anothe manager,2021-12-05 23:24:40+00:00,1
136,fucking exhausted cashier day manager complimented guess things fine,2021-12-05 23:24:07+00:00,0
137,bro secret santa work got boss 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,2021-12-05 23:24:05+00:00,0
138,first wake phone didn’t charge overnight boss asks come early keys locked car wtf going,2021-12-05 23:24:03+00:00,0
139,hello sir slot scholarship sir want apply experience playing axie infinity reached 19k mmr gained 150200 slp day stop manager sell account emergency looking anothe manager,2021-12-05 23:24:02+00:00,1
140,manager v biased,2021-12-05 23:23:50+00:00,1
141,manager really evaluation 🤦🏽‍♀️,2021-12-05 23:23:06+00:00,0
142,morning boss,2021-12-05 23:22:47+00:00,0
143,came fo ot nd boss ordered us plates frm mo bettas 😌🥳🥳💪🏽,2021-12-05 23:22:14+00:00,3
144,huh nexus place wild really talk manager tour schedule,2021-12-05 23:21:15+00:00,0
145,boss ravens fan,2021-12-05 23:20:59+00:00,0
146,guys 🥺🥺🥺 boss run hiring fair event get filter applicants pick new employees 🥺🥺🥺🥺🥺🥺🥺 🥺🥺🥺🥺🥺🥺🥺🥺 best day work today too happy ❤️❤️❤️❤️❤️,2021-12-05 23:20:09+00:00,15
147,okay know boss busy lowkey annoys send messages must read never responds even thumbs,2021-12-05 23:19:45+00:00,0
148,boss told going fire person worst posture hunch might me,2021-12-05 23:19:02+00:00,0
149,soo manager said think got tape worm😕,2021-12-05 23:18:23+00:00,0
150,i’m sorry really comes across “my boss told say don’t get fired” hope that’s case though vince seemsseemed really nice social media…,2021-12-05 23:18:09+00:00,9
151,me talks 1 minute situation w nana manager buys beers pizza night tells fun stories me omg thank u 😭😭😭,2021-12-05 23:18:06+00:00,2
152,u already knew manager,2021-12-05 23:17:59+00:00,0
153,manager work noted today actually exempt still choose wear one said mum induced coma 20 capacity monthsi know intubation looks likeprefer cloth that,2021-12-05 23:17:56+00:00,0
154,manager got n’ ☺️,2021-12-05 23:17:39+00:00,3
155,two oh no😱its decades remember groceries disappeared quickly used say needed borrow empty trailer boss could bring enough food home😆and hormones kicking in😲😳😬🤦‍♀️😳make life interesting😁,2021-12-05 23:17:06+00:00,0
156,said i’ll race manager 125 motorbike ferrari roma someone please pray stop x,2021-12-05 23:16:35+00:00,20
157,boss really going lose shit tomorrow i’m putting 2 weeks moving back wichita,2021-12-05 23:16:30+00:00,12
158,boss keeps telling start twitter good conscience never ruveal account lol must never know much reality tv watch,2021-12-05 23:15:55+00:00,1
159,closed door weed room expensive weed breakable jar flew shelf shattered right front manager😅🔫,2021-12-05 23:15:30+00:00,4
160,boss would schedule early right i’m making plans hit la cita🖕🏽🖕🏽🖕🏽,2021-12-05 23:15:19+00:00,1
161,likable kind empathetic person think people like me care kids think disappoint hurts course care boss thinks still end day don’t fake anyone,2021-12-05 23:15:12+00:00,0
162,did closed positions got boss trim his thanks,2021-12-05 23:15:02+00:00,1
163,god bless boss scheduling hours need them even though know lot shifts probably spent standing around,2021-12-05 23:15:00+00:00,5
164,me what me manager hopefully gun someday,2021-12-05 23:14:30+00:00,5
165,don’t think wrong came offices sometimes early 2000s retired fellow extremely kind considerate far hardened identity politics often argued hard right positions even boss thought extreme sell,2021-12-05 23:14:28+00:00,6
166,still sharp dart desk dearif black without boss talking back reality  d,2021-12-05 23:14:03+00:00,0
167,boss sent yelp review since know put wasn’t trippen know damn well customer service always a1 true blessing amp curse 😂,2021-12-05 23:13:59+00:00,0
168,good day manager name nicko lustestica age  18 address  sorsogon city  lot experience playing axie infinity last seaon handle bbp line time reach 1700 mmr suddenly manager terminate gave account relative hopingsir,2021-12-05 23:13:51+00:00,0
169,let tell you’re fucking piece shit go way saturday call job try talk boss sunday post friends story seek help please wonder one likes you keep playing victim hun ❤️ ,2021-12-05 23:13:33+00:00,56
170,omfg relief boss told push back part project next year huge chunk work back week chill af actually,2021-12-05 23:13:22+00:00,2
171,gawd woke time supposed work alr panicked bc thought itd super busy today anyw boss left bc hes hungover asf idk 😭😭😭😭😭😭😭😭😭,2021-12-05 23:13:19+00:00,13
172,fact boss’s boss emailed say missed i’ve sick 🥺🥺🥺🥺,2021-12-05 23:12:52+00:00,2
173,were supposed make group dynamics work every week tbh things hella tedious week turn ill fully sorting hat activity little fun lets hope it snot silly boss,2021-12-05 23:12:44+00:00,1
174,boss jokes baby flirting hate ,2021-12-05 23:12:39+00:00,3
175,so like minute clock work boss tells clean spill gravy ground clean towels already stay 15 minutes extra get paid extra 10 took clean spill 12,2021-12-05 23:11:27+00:00,3
176,manager😍 ,2021-12-05 23:11:24+00:00,0
177,know boss tired 😂😂,2021-12-05 23:10:34+00:00,0
178,manager done pissed i’m ready go home now😒,2021-12-05 23:10:20+00:00,0
179,man job drinking mimosas give us sushi manager calls darling someone made iced coffee yesterday like ughhh it’s nice bye,2021-12-05 23:10:02+00:00,13
180,noticed recently work boss never tells anything like see bossing people around never me asked today said “even say nothing you’ll still end running circles around everyone else”,2021-12-05 23:08:40+00:00,1
181,wow manager giving personal number customers absolutely,2021-12-05 23:08:08+00:00,0
182,leave boss till new year,2021-12-05 23:07:51+00:00,0
183,manager❤🇩🇪 vamos united💪 ,2021-12-05 23:07:34+00:00,1
184,guy starbucks used almond milk boss got hot chocolates never asked it im really glad two us allergic nuts 💀,2021-12-05 23:07:22+00:00,1
185,i’m tired seeing bitching ducharme boss always says doesn’t want hear complaints wants solutions habs head coach roy vigneault bouchard houle vincent groulx  gohabsgo,2021-12-05 23:07:07+00:00,3
186,literally nutshell every time manager tell shit can’t shouldn’t genuinely feel need tell side story cause bitches real dumb ,2021-12-05 23:06:30+00:00,1
187,manager ,2021-12-05 23:06:20+00:00,0
188,boss gonna happy need funeral leave surgical leave month right saturday supposed surgical procedure ,2021-12-05 23:06:18+00:00,0
189,thanks think boss would think otherwise,2021-12-05 23:05:45+00:00,2
190,hi ho hi ho back work go tomorrow boo complete total denial picked blackberry couldn’t remember password open up boss told nothing changed things gotten worse excellent 1,2021-12-05 23:05:22+00:00,0
191,✎ 𝐏𝐑𝐈𝐍𝐂𝐄 late reply this thank you boss goat writing talking ooc always best thing every interaction aizen leo always delight really admire shedding light man god bless fam🙏🏽✨🐐 ,2021-12-05 23:05:20+00:00,1
192,boss telling tastes like chalk need try lmfao,2021-12-05 23:05:02+00:00,0
193,manager talking setup tactics post match interview life,2021-12-05 23:05:00+00:00,0
194,god wanna cry im much pain amp im exhausted ampamp ive coming hard amp busy ampamp managers standoffish,2021-12-05 23:04:33+00:00,2
195,bruuuh boss let employee tested positive covid work todayare fucking stupid,2021-12-05 23:04:19+00:00,68
196,literally manager says time yet talks shit everyone me like manager shit,2021-12-05 23:04:02+00:00,1
197,drunk facetimed boss proposed cheers 🥳,2021-12-05 23:04:01+00:00,3
198,boss may bad it’s ok completely failed objective set myself that’s argument it’s based assumption objectively see dg done bad job there’s need speculate u don’t know hovering anyone else did,2021-12-05 23:03:56+00:00,1
199,boss trying call im picking bc christmas season whos gonna tell,2021-12-05 23:02:55+00:00,0
200,boss asked last friday tell her…😆,2021-12-05 23:02:33+00:00,1
201,manager’s promoter’s trainer’s nut regularly  equal measures ,2021-12-05 23:02:03+00:00,3
202,midnight boss get weekly progress update till sunday 2359 im quitting training ill continue tomorrow im 70 yall proud start working 3pm soooo,2021-12-05 23:02:02+00:00,0
203,university houston great pharmacy school pharmacy tech tho manager went xavier knew stuff extremely well,2021-12-05 23:01:53+00:00,0
204,literally manager chipotle w spicy red💀💀💀 ,2021-12-05 23:01:20+00:00,0
205,please help boss sent last week i’m worried i’m expected go office tomorrow haven’t confirmed boss specifically work home u think ,2021-12-05 23:00:46+00:00,1
206,think making mistakes work times issues work diagnosed told boss need work well ok slight change needed ppl like current job think got lucky job,2021-12-05 23:00:46+00:00,1
207,lol called boss asked time starting said 7 likebut gonna cold lmao,2021-12-05 23:00:42+00:00,1
208,get health vetted go work cant reach manager ugh lack communication sucks,2021-12-05 23:00:17+00:00,0
209,boss’s house looks like lol she’s vp hr tech company amp husband eye surgeon ,2021-12-05 23:00:13+00:00,0
210,manager gonna seething tomorrow 😭 ,2021-12-05 23:00:03+00:00,9
211,giving max 10 second penalty changes nothing like boss telling im suspended saturday sunday,2021-12-05 22:59:44+00:00,3
212,gonna beat shit manager holy fuck,2021-12-05 22:59:39+00:00,1
213,ye im just terrified cause last time vulnerable work boss began walking eggshells around me try best people end getting self conscious shut down,2021-12-05 22:59:32+00:00,1
214,hello im admin promote boss please see bio bosss account,2021-12-05 22:59:23+00:00,0
215,applying job existing workplace stressful inflating skills imagining boss reading like stop lyin ,2021-12-05 22:59:10+00:00,1
216,ragnickaloden could never manager,2021-12-05 22:58:09+00:00,1
217,thank boss,2021-12-05 22:57:44+00:00,2
218,bcuz boss time thought would novel idea lasted one night 🤦‍♀️thank god fall bust 🍑 😂🤣,2021-12-05 22:57:41+00:00,1
219,it’s fun working bar weird idea cocktail tell manager abt it he’ll like “hm make let’s try it”,2021-12-05 22:57:36+00:00,1
220,job sysadmin school something went first helpdesk guy desk helpdesk manager manager head department… keeping solving issue…,2021-12-05 22:57:29+00:00,1
221,boss actually cool told really likes work ethic thinks ill great future company patted shoulder ,2021-12-05 22:57:19+00:00,0
222,got super bad burn arm work manager saw said “ope— sorry” like,2021-12-05 22:57:11+00:00,2
223,boss wants buy grey cup ticket i’m sure it’s sold,2021-12-05 22:57:03+00:00,1
224,feeling accomplished today lol…2 ieps written drafts sent boss wash done folded put away dinner cooked today tomorrow lunch packed clothes laid wednesday ✅💪🏼🙌🏼,2021-12-05 22:56:05+00:00,2
225,way twitter porn popped feed manager right behind me😭😩 pls pray,2021-12-05 22:55:44+00:00,5
226,boss great guy happens pastor well talks guys like you likely failure uses racism excuse failures yell it whatever want truth is showing are me,2021-12-05 22:55:34+00:00,0
227,manager thinks last jedi best sequel movie lets get pog chat,2021-12-05 22:55:28+00:00,0
228,contemplating showing certain shift week woke text manager saying i’d get fired don’t find coverage first,2021-12-05 22:55:14+00:00,1
229,anxiety filled entire body boss told call credit card company’s customer service,2021-12-05 22:54:58+00:00,0
230,manager told take lunch ,2021-12-05 22:54:33+00:00,4
231,getting trouble way manager taught run credit card 🤦‍♀️,2021-12-05 22:54:02+00:00,0
232,good day manager im jeansen amayna still looking scholarship already experience playing axie infinity beforei team like plantbirdaqua manager scam looking scholarship bright future axie infinity,2021-12-05 22:53:36+00:00,1
233,asked boss sells three four cows birthday paxarettes parents wanna kill whatever hopefully get approved🤞🏾🤞🏾🤞🏾🤞🏾,2021-12-05 22:53:12+00:00,0
234,bro boys shit asked manager leave amp said maybe boys came amp like ‘we takin w us watch games let leave’ amp manager said go🥲🥲 love y’all rn😭,2021-12-05 22:52:37+00:00,0
235,ok let’s allow someone bring philosophy build team start show signs improvement amp finish 5th sack him glad you’re boss ffs,2021-12-05 22:52:11+00:00,1
236,also idk new called manager said couldn’t discounts either like felt badly couldnt anything dkaaok,2021-12-05 22:51:40+00:00,2
237,manager actually turned type b ummm unsure it’s brainwashing,2021-12-05 22:50:43+00:00,0
238,theoffice 20 years ago guess loved despite agony every episode training day one really chimes esp boss time looked like david brent,2021-12-05 22:50:29+00:00,1
239,god stayed night 30mins needed leave work passed fuck boss texted asking wtfff hope get fired ,2021-12-05 22:50:03+00:00,5
240,manager decided take mushrooms 2 hours 8 hour shift sos,2021-12-05 22:49:30+00:00,5
241,nahhh manager posted insta story i’m resigning ,2021-12-05 22:49:15+00:00,1
242,pics weekend’s multiple 😩 introvert exhausted parties include pic one boss’s boss took asked take pic friends lmao ,2021-12-05 22:49:12+00:00,1
243,recently found disc bosss home video work  take look ,2021-12-05 22:48:55+00:00,1
244,manager told i’m 5’3 i’m sticking,2021-12-05 22:48:30+00:00,0
245,never drinking again company christmas party lit so boss shots lmao,2021-12-05 22:48:21+00:00,1
246,0 friends fans real life everytime watch episode resort twitter or boss stopped watching rose tyler i  kindly lets tell were big deal every monday work,2021-12-05 22:47:55+00:00,3
247,exprience managermy manager ban coz 1 day cant play coz phone empty cant charge coz electricity here cannot accept explanationso sad understand thats rules,2021-12-05 22:47:46+00:00,1
248,told twice tonight works christmas party 1 throwing bread roll manager like 2 slut dropping whilst stood table,2021-12-05 22:47:16+00:00,98
249,telling boss late work traffic really ibs got better took 35 minutes shite ,2021-12-05 22:46:34+00:00,6
250,text seeing manager something soon get house,2021-12-05 22:46:34+00:00,0
251,calling manager i’m stuck middle act 2 ,2021-12-05 22:46:19+00:00,93
252,i’m excited boss come back tomorrow we’re gonna gossip can’t wait,2021-12-05 22:46:17+00:00,1
253,boomer dont tell boss,2021-12-05 22:45:55+00:00,0
254,boss trying explain kpop,2021-12-05 22:45:05+00:00,3
255,i’m gonna lie i’d upset boss gave tasks complete via twitter 😂,2021-12-05 22:44:46+00:00,3
256,im tho ffs manager edits tages making tage outr clips clip pack im paying tages lmaooo,2021-12-05 22:44:35+00:00,0
257,right actual salary pretty minor suspect “who’s boss she get clean clown shoes department what’s assistant pool number how’s infrastructure going look” etc,2021-12-05 22:44:07+00:00,0
258,tried hard get wrk today manager wouldn’t let ,2021-12-05 22:43:57+00:00,0
259,boss named one embroidery machines florence see reply show 😂,2021-12-05 22:43:33+00:00,0
260,day straight job like ass fucking capable manager told audit 3 didnt bitch comes like  know fucking audit know 3 u think im 2 years old fckin bitcc ,2021-12-05 22:43:29+00:00,0
261,like ma’am boss don’t give fuck i’d love grab cause she’ll come even harder don’t put entitlement around here,2021-12-05 22:43:15+00:00,1
262,plan front row ticket one i’m proud everything you’ve done sport you’ve amazing friend even better mentor i’m proud called boss friend successful partner every event we’ve done together 💪🏼🙏🏼,2021-12-05 22:43:06+00:00,1
263,🙏💕❤️  best friend ezra rothschild stein kind sibling family grandkids call uncle boss jew he’s best boss ever ,2021-12-05 22:42:56+00:00,1
264,taught boss’s assistant courtesy flushes foreign land  toni crowe  air  nov 2021  medium  via ,2021-12-05 22:42:56+00:00,5
265,u boss ser 💎💎💎,2021-12-05 22:42:45+00:00,1
266,boss already said sending home tonight wanna go see christmas lights 🥺,2021-12-05 22:42:27+00:00,26
267,self made man “dishy” rishi “i loved boss company much married daugher” sunak financial paper shuffler head creative accountancy garden bridge sell voters ,2021-12-05 22:42:12+00:00,0
268,playground reactionary completely unprofessional id embarrassed boss could imagine,2021-12-05 22:41:31+00:00,1
269,bitch work saurrr annoying shes working since dawn time like like coworker till when seeing customers want see guys facing goes you like fuck boss,2021-12-05 22:40:51+00:00,0
270,manager ❤️,2021-12-05 22:40:45+00:00,0
271,good luck boss,2021-12-05 22:40:27+00:00,0
272,good luck boss,2021-12-05 22:40:15+00:00,1
